"discount","gender","age","marital_status","education","city_level","purchase_power","original_unit_price"
1,"F","26-35","S",3,1,2,65
1,"F","26-35","S",3,2,2,78
1,"F","26-35","S",3,4,2,78
1,"M","26-35","S",3,2,2,79.9
0,"F","46-55","U",-1,4,-1,42
1,"M","16-25","S",3,2,2,85
1,"M","16-25","S",3,2,2,59
0,"F","26-35","M",-1,1,3,58
1,"M","36-45","S",3,1,3,169
1,"M","16-25","S",3,1,2,100
0,"F","26-35","S",3,2,2,0
1,"F","36-45","M",3,2,2,178
0,"F","26-35","S",2,4,2,59
0,"F","26-35","S",2,4,2,59
0,"F","26-35","S",2,4,2,49
1,"F","26-35","M",4,2,2,198
1,"F","26-35","M",4,2,2,298
1,"F","16-25","M",3,4,2,298
1,"F","26-35","M",2,1,2,298
1,"F","26-35","M",2,1,2,59.9
1,"F","26-35","M",2,1,2,178
1,"F","16-25","U",-1,1,-1,99
0,"F","16-25","U",-1,1,-1,0
0,"F","26-35","M",2,4,3,34
0,"F","26-35","M",2,4,3,0
0,"F","26-35","M",2,4,3,0
0,"F","26-35","S",2,2,2,118
1,"M","26-35","S",2,1,2,128
1,"M",">=56","M",3,4,2,95
1,"F","26-35","M",3,2,3,59
1,"F","26-35","M",3,2,3,59.9
1,"M","16-25","S",3,4,2,298
1,"M","36-45","M",2,3,2,149
1,"F","26-35","S",3,1,2,59.9
1,"M","16-25","S",3,2,2,156
1,"F","26-35","M",4,2,2,85
1,"F","26-35","M",3,3,2,59.9
1,"F","16-25","U",-1,-1,-1,119
1,"F","26-35","S",3,4,2,250
1,"F","26-35","S",3,1,2,69.9
1,"F","36-45","S",3,4,3,59.9
1,"M","26-35","S",4,1,2,119
1,"F","26-35","M",3,2,3,139
1,"F","26-35","S",3,4,2,329
1,"F","26-35","M",3,2,2,79.9
1,"F","26-35","M",2,2,2,85
1,"M","26-35","M",3,1,2,0
1,"F","36-45","M",3,-1,2,309
1,"F","26-35","M",2,1,2,299
1,"F","36-45","S",1,4,3,69
1,"F","26-35","U",1,4,-1,78
1,"F","26-35","S",3,2,2,178
1,"F","26-35","M",4,3,2,336
1,"F","26-35","S",2,3,3,49
1,"F","16-25","S",2,2,3,139
0,"F","26-35","S",2,3,3,0
1,"F","36-45","S",3,-1,3,0
1,"F","26-35","M",2,3,2,98
0,"F","16-25","S",3,1,2,198
1,"M","26-35","S",3,1,2,78
1,"F","46-55","S",2,3,3,128
1,"F","16-25","S",2,3,3,78
0,"F","16-25","S",2,3,3,68
1,"F","16-25","S",2,4,3,61
1,"F","16-25","S",2,4,3,61
1,"F","36-45","S",3,-1,3,59
1,"F","36-45","S",3,-1,3,65
0,"F","36-45","M",3,-1,3,38
0,"M","26-35","M",2,2,2,0
1,"F","26-35","M",2,1,1,139
0,"F","36-45","S",3,1,2,89
0,"F","16-25","M",-1,3,4,65
1,"F","16-25","M",3,3,2,298
1,"M","26-35","S",3,2,2,49
1,"M","16-25","S",3,3,2,149
1,"F","16-25","S",3,1,2,79.9
1,"F","26-35","S",2,1,2,223
1,"M","26-35","M",3,3,2,200
0,"M","26-35","S",3,1,3,0
1,"F","16-25","S",3,4,3,69
1,"F","26-35","M",3,3,2,178
1,"F","26-35","M",3,3,2,298
1,"F","36-45","M",4,1,2,69.9
1,"F","36-45","M",4,1,2,178
1,"F","16-25","U",-1,2,-1,58
0,"F","16-25","U",-1,2,-1,0
1,"F","46-55","M",4,4,2,85
1,"F","26-35","M",3,3,2,65
1,"F","26-35","M",3,1,2,170
1,"M","26-35","S",3,1,2,298
1,"M","26-35","M",2,3,2,78
0,"M","16-25","S",2,4,2,0
1,"M","16-25","S",2,4,2,89
0,"M","16-25","S",2,-1,2,65
1,"F","16-25","S",3,3,3,178
0,"F","26-35","M",3,2,2,0
0,"F","26-35","U",-1,2,-1,159
1,"M","26-35","M",4,-1,3,298
0,"M","26-35","M",4,-1,3,0
1,"F","26-35","U",-1,4,-1,198
1,"F","36-45","M",3,2,2,336
0,"M","26-35","S",3,2,2,98
1,"F","16-25","S",3,1,3,39
0,"F","36-45","S",2,2,2,69
1,"M","26-35","S",3,1,2,139
1,"M","16-25","S",-1,4,2,128
1,"M","16-25","S",-1,4,2,78
1,"F","26-35","U",-1,1,-1,59.9
1,"F","16-25","S",3,4,3,59.9
1,"M","36-45","M",3,2,3,79
1,"F",">=56","S",-1,2,4,298
0,"F","36-45","M",4,2,2,56
1,"F","16-25","U",-1,3,-1,49
1,"F","16-25","S",3,1,3,178
1,"F","26-35","S",3,2,2,135
1,"F","26-35","S",3,3,2,59
0,"F","16-25","U",-1,4,-1,69
0,"F","26-35","S",3,1,2,70
1,"M","26-35","S",2,3,2,85
1,"M","16-25","S",2,-1,3,78
1,"F","16-25","U",-1,1,-1,99
0,"F","16-25","U",-1,1,-1,0
0,"M","36-45","S",2,3,2,0
1,"M","36-45","S",3,2,4,150
1,"F",">=56","M",3,3,2,115
1,"M","26-35","S",2,-1,2,500
0,"M","26-35","S",2,-1,2,0
0,"M","26-35","S",2,-1,2,0
0,"M","26-35","S",2,-1,2,0
1,"F","26-35","M",4,3,2,100
0,"M","26-35","U",-1,2,-1,0
0,"F","26-35","M",-1,1,4,159
1,"F","26-35","M",4,1,2,129
0,"F","26-35","M",4,1,2,0
1,"F","26-35","M",4,1,2,78
1,"F","16-25","S",2,2,3,78
0,"F","26-35","S",2,1,3,22.9
1,"F","16-25","S",3,2,3,149
1,"M","16-25","S",3,1,2,298
0,"M","16-25","S",3,1,2,0
1,"F","36-45","S",3,4,2,150
1,"F","36-45","M",3,1,2,139
0,"M","36-45","S",4,2,2,125
1,"F","36-45","U",-1,4,-1,49
0,"F","16-25","S",3,2,3,0
0,"F","26-35","U",3,2,-1,0
1,"F","26-35","U",3,2,-1,69
1,"M","26-35","S",3,1,2,148
1,"M","26-35","M",4,2,2,78
1,"F","16-25","S",-1,4,3,59.9
1,"F","16-25","U",-1,-1,-1,78
0,"F","26-35","M",3,-1,2,0
1,"M","26-35","M",4,1,2,85
1,"F","26-35","S",3,1,2,149
1,"M","26-35","S",3,4,3,79
1,"M","26-35","U",-1,4,-1,250
0,"M","26-35","U",-1,4,-1,0
0,"M","26-35","U",-1,4,-1,0
1,"M","26-35","M",3,4,2,269
1,"M","26-35","M",3,4,2,99
1,"M","26-35","M",3,4,2,69.9
1,"F","36-45","M",3,-1,2,799
1,"F","26-35","U",3,1,-1,69.9
1,"F","16-25","S",3,-1,2,139
1,"F","26-35","M",3,2,2,28
0,"F","16-25","U",-1,3,-1,29
1,"M","16-25","S",2,1,3,125
1,"F","26-35","S",3,4,3,69
1,"F","46-55","S",3,1,3,298
0,"F","46-55","S",3,1,3,0
0,"F","16-25","S",2,2,3,0
1,"F","36-45","M",3,3,2,148
1,"F","26-35","M",3,-1,2,90
1,"F","16-25","S",3,2,2,66
1,"F","16-25","S",3,2,2,298
1,"F","26-35","S",2,3,2,59
1,"F","26-35","S",2,3,2,78
0,"F","26-35","M",2,4,3,0
1,"F","36-45","M",3,3,2,108
1,"F","26-35","M",4,4,2,298
0,"F","26-35","M",3,-1,2,99
1,"F","16-25","M",2,1,-1,148
0,"F",">=56","U",-1,3,-1,21
0,"F",">=56","U",-1,3,-1,19
1,"F","26-35","S",3,1,2,119
0,"M","26-35","S",3,2,1,0
1,"F","26-35","M",3,2,2,166
1,"F","26-35","M",3,2,2,79.9
1,"M","16-25","S",2,2,2,69.9
1,"M","36-45","M",4,2,2,69
1,"F","26-35","S",3,4,2,39.9
1,"M","26-35","M",4,3,2,148
1,"F","16-25","S",3,1,2,109
1,"M","26-35","M",2,3,1,79
1,"F","26-35","S",3,-1,2,159
1,"F","46-55","S",3,2,2,125
0,"F","26-35","M",3,2,2,0
1,"M","26-35","S",3,1,2,59.9
1,"F","36-45","S",2,-1,3,149
1,"F","26-35","M",3,2,2,109
1,"M","26-35","S",3,2,3,149
0,"F","36-45","M",1,4,2,0
1,"F","26-35","M",3,3,3,109
1,"F","26-35","M",2,2,2,58
1,"F","36-45","M",3,2,2,250
1,"M","26-35","M",3,3,2,198
1,"F","16-25","M",2,4,3,128
0,"M",">=56","M",2,1,2,38
1,"M","16-25","S",4,1,2,49
0,"F","36-45","M",1,-1,3,28
1,"F","26-35","S",2,2,3,78
1,"F","26-35","M",4,3,2,178
0,"F","26-35","S",2,1,2,0
1,"F","26-35","S",2,1,2,99
1,"M","26-35","S",2,4,2,139
1,"F","36-45","M",3,1,2,298
1,"F","26-35","M",3,2,2,150
1,"F","16-25","S",3,4,2,78
1,"F","26-35","S",3,2,3,69
0,"M","26-35","S",2,2,2,0
1,"F","16-25","M",-1,4,4,89
1,"M","26-35","M",-1,4,3,148
1,"M","16-25","S",2,2,3,298
0,"F","26-35","M",2,2,2,85
0,"F","26-35","M",2,3,2,145
1,"F","16-25","S",2,2,2,138
1,"F","16-25","S",3,2,3,79
1,"M","16-25","S",3,-1,3,89
0,"F","16-25","M",2,4,-1,59
1,"F","16-25","M",2,1,3,60
1,"F","26-35","M",3,2,2,78
1,"F","36-45","M",3,4,3,249
1,"M","26-35","M",4,4,2,178
1,"F","16-25","S",3,3,2,78
1,"M","16-25","S",3,1,2,65
1,"M","16-25","M",-1,2,4,158
1,"F","36-45","M",-1,2,-1,148
1,"F","36-45","M",3,1,2,188
1,"F","26-35","S",3,3,2,36
0,"F","26-35","S",3,2,3,49
1,"F","16-25","S",2,3,2,79
0,"F","16-25","S",2,-1,2,39
1,"F","16-25","S",2,-1,2,99
1,"M","26-35","S",3,2,2,59.9
0,"M","26-35","S",3,1,2,89
0,"F","16-25","M",2,3,4,0
1,"F","36-45","M",3,3,3,79.9
1,"M","36-45","M",4,2,2,79.9
0,"M","36-45","M",4,2,2,110
0,"F","46-55","S",1,3,2,0
0,"F","26-35","M",3,-1,2,0
1,"F","26-35","S",3,2,2,69.9
1,"F","26-35","S",3,2,2,79.9
1,"F","26-35","S",3,2,2,59.9
1,"F","16-25","S",2,1,3,85
1,"F","16-25","U",-1,3,-1,118
1,"M","16-25","S",3,2,3,191
0,"F","36-45","S",3,2,2,0
1,"F","36-45","S",3,2,2,298
1,"M","36-45","M",3,2,2,198
1,"M","36-45","M",3,2,2,258
1,"F","16-25","M",3,2,4,118
0,"F",">=56","M",4,1,2,0
1,"M","16-25","S",3,1,3,78
0,"F","36-45","M",3,2,2,0
1,"F","26-35","S",3,1,2,79
1,"F","26-35","M",3,4,3,145
1,"F","26-35","S",3,1,3,178
1,"M","26-35","U",-1,4,-1,0
1,"F","26-35","M",2,2,2,298
0,"F","26-35","U",-1,3,-1,0
1,"F","26-35","S",4,1,2,159
1,"F","16-25","U",-1,1,-1,69
1,"F","26-35","M",4,4,2,178
1,"F","26-35","S",3,2,2,268
1,"M","16-25","S",3,3,2,159
1,"M","36-45","M",2,3,2,139
1,"M","26-35","S",2,2,3,129
1,"F","46-55","M",4,1,2,59.9
1,"M","36-45","M",4,4,2,191
1,"F","26-35","S",3,2,2,212
0,"F","16-25","S",3,2,3,0
1,"M","26-35","S",4,4,2,129
0,"F","36-45","M",2,4,3,0
1,"M","26-35","M",4,1,2,61
1,"F","26-35","S",3,1,3,0
0,"M","36-45","S",3,1,2,0
1,"F","16-25","M",3,2,2,79.9
1,"F","16-25","S",3,2,2,79.9
1,"F","16-25","S",3,2,2,89
1,"F","26-35","S",2,-1,2,168
1,"F","36-45","S",2,3,2,149
1,"F","26-35","S",4,1,2,98
1,"F","26-35","M",3,2,3,19.9
1,"F","26-35","M",3,2,3,69.9
1,"F","26-35","M",3,2,3,198
1,"M","16-25","S",2,3,2,298
1,"F","26-35","M",3,1,3,299
1,"F","16-25","M",2,2,-1,79
1,"F","16-25","M",2,2,-1,79
1,"F","16-25","U",-1,2,-1,79.9
1,"F","16-25","S",3,3,2,78
1,"F","36-45","S",3,1,2,78
1,"F","26-35","S",3,2,2,109
1,"F","16-25","U",-1,2,-1,238
1,"M","26-35","S",3,2,2,139
1,"F","26-35","S",3,1,2,336
0,"F","26-35","S",3,1,2,48
1,"F","26-35","M",3,2,2,188
1,"M","26-35","M",4,1,2,79.9
1,"F","16-25","U",-1,4,-1,179
0,"F","26-35","S",-1,-1,3,79.9
0,"F","26-35","S",-1,-1,3,0
0,"F","26-35","S",-1,-1,3,59
0,"F","26-35","S",-1,-1,3,0
0,"F","26-35","S",-1,-1,3,0
1,"M","16-25","S",3,3,3,129
0,"F","36-45","M",3,5,2,268
0,"F","16-25","M",1,4,3,76
1,"F","16-25","S",3,2,2,66
1,"F","16-25","S",3,2,1,139.9
0,"F","26-35","S",3,3,2,38
1,"M","26-35","S",2,3,3,78
1,"F","26-35","M",3,1,2,79.9
1,"F","26-35","M",3,1,2,59.9
1,"F","16-25","S",3,3,2,238
1,"F","36-45","M",3,3,2,68
0,"M","16-25","U",-1,-1,-1,59
1,"M","36-45","M",2,3,2,166
1,"F","36-45","M",4,4,2,429
0,"F","16-25","S",3,2,2,0
1,"F","16-25","S",3,2,2,179
1,"F","16-25","S",3,4,2,168
1,"F","36-45","M",3,2,-1,219
1,"M","36-45","M",3,-1,2,79
0,"F","16-25","U",-1,4,-1,108
1,"F","36-45","M",3,3,2,85
0,"M","46-55","M",3,3,-1,158
1,"F","36-45","M",4,3,2,78
1,"F",">=56","U",-1,3,-1,188
1,"F","26-35","U",-1,4,-1,100
0,"M","26-35","M",3,3,2,0
0,"F","26-35","S",3,2,2,98
1,"F","26-35","S",3,1,2,149
0,"F","26-35","S",2,1,3,58
1,"M","16-25","S",1,1,1,79.9
1,"M","26-35","M",3,1,3,179
0,"M","26-35","M",3,1,3,0
1,"F","26-35","M",3,3,2,0
1,"M","16-25","S",3,2,3,69.9
1,"M","46-55","S",3,1,2,158
1,"F","46-55","S",3,2,3,167
1,"M","16-25","S",2,2,2,69.9
0,"M","26-35","S",1,2,2,59
1,"M","16-25","M",2,-1,3,59.9
1,"F","26-35","M",3,2,2,59
0,"M","26-35","M",2,2,3,0
1,"M","26-35","S",3,1,2,69.9
0,"F","36-45","U",3,4,-1,79
0,"M","36-45","U",2,2,-1,0
1,"M","36-45","S",3,1,2,118
1,"M","26-35","S",2,3,2,119
0,"M","26-35","S",2,3,2,55
1,"F","26-35","S",4,1,2,78
0,"F","36-45","U",-1,-1,-1,52
0,"F","36-45","S",-1,1,4,125
1,"F","16-25","S",3,2,2,330
0,"M","16-25","S",2,2,3,223
1,"F","16-25","U",-1,2,-1,110
1,"M","16-25","S",2,2,3,79
1,"M","16-25","U",3,2,-1,79
1,"F","46-55","M",3,2,3,210
0,"F","46-55","U",-1,2,-1,32.9
0,"F","16-25","S",3,1,3,0
0,"M","16-25","S",2,4,2,0
1,"F","26-35","S",2,1,2,79
1,"F","26-35","S",3,1,2,129
0,"F","26-35","M",-1,4,3,79
1,"M","26-35","S",4,1,2,108
1,"F","26-35","M",3,4,3,78
0,"F","26-35","S",-1,4,3,0
1,"M","26-35","M",4,2,2,298
1,"M","26-35","M",4,2,2,178
1,"M","26-35","M",3,2,2,180
1,"F","26-35","S",3,2,3,249
1,"M","16-25","M",3,3,3,258
1,"F","16-25","M",4,2,2,59
0,"F","36-45","M",3,-1,3,0
1,"F","36-45","S",3,2,2,168
1,"F","36-45","M",-1,1,4,78
0,"F","36-45","M",-1,1,4,0
1,"F","26-35","S",3,2,2,168
1,"M","46-55","M",3,1,2,298
1,"F",">=56","M",-1,3,4,69
1,"M","26-35","S",3,1,2,79.9
0,"M","36-45","M",4,2,2,0
1,"M","36-45","M",4,2,2,298
1,"F","26-35","S",3,1,2,298
1,"F","16-25","U",-1,2,-1,188
1,"F","46-55","U",-1,2,-1,139
1,"F","26-35","M",3,2,2,78
0,"M","26-35","M",3,3,2,0
0,"M","26-35","M",3,2,2,0
1,"F","26-35","M",3,2,3,139
1,"F","26-35","S",3,2,2,78
1,"F","26-35","S",3,3,2,59.9
1,"F","26-35","S",3,3,2,78
0,"F","26-35","S",3,1,2,139.9
1,"F","36-45","M",4,2,2,136
1,"M","26-35","M",4,1,2,245
1,"F","26-35","U",2,3,-1,78
1,"F","26-35","S",3,1,2,78
1,"F","16-25","U",-1,-1,-1,59
1,"F","16-25","S",3,2,2,139
0,"F","26-35","M",2,3,2,69
1,"F","16-25","S",3,5,3,89
1,"F","16-25","S",3,5,3,139.9
1,"M","26-35","M",3,4,3,159
1,"F","26-35","S",3,4,2,85
1,"F","26-35","M",4,1,2,230
1,"M","26-35","M",-1,3,-1,69
1,"M","46-55","M",3,1,2,0
1,"F","26-35","S",3,2,3,69
0,"F","16-25","M",3,-1,2,145
1,"M",">=56","M",-1,5,4,66
1,"M","26-35","S",3,4,2,69
0,"M","26-35","S",3,4,2,0
1,"F","26-35","M",2,1,2,78
1,"F","26-35","M",3,1,2,178
0,"F",">=56","S",2,2,3,0
1,"F",">=56","S",2,2,3,99
0,"F","36-45","S",-1,2,3,0
1,"F","16-25","S",3,3,2,79
1,"F","36-45","M",3,2,2,150
0,"F","26-35","S",3,4,3,77
1,"F","26-35","S",2,2,2,221
0,"F","26-35","S",2,2,2,0
1,"F","26-35","S",2,2,2,78
1,"F","26-35","M",4,2,2,139.9
1,"M","26-35","M",3,1,3,59
1,"F","36-45","M",2,2,2,390
1,"F","16-25","S",3,4,2,69.9
1,"F","16-25","S",3,4,2,78
1,"F","46-55","U",-1,1,-1,69
1,"M","26-35","S",2,1,2,108
1,"F","16-25","S",2,2,3,95
1,"F","16-25","U",-1,4,-1,78
0,"M","26-35","M",1,5,2,0
1,"M","26-35","S",3,2,2,0
0,"F","36-45","M",3,2,2,119
1,"F","36-45","M",2,2,2,109
1,"F","36-45","M",2,2,2,109
0,"F","16-25","S",2,1,2,55
1,"M","26-35","M",4,2,2,129
0,"F","26-35","M",3,2,2,0
0,"F",">=56","S",3,1,2,0
0,"M","26-35","M",3,2,2,355
0,"F","26-35","S",2,-1,3,0
0,"F","26-35","S",2,-1,3,278
1,"F","16-25","U",-1,2,-1,148
1,"M","26-35","S",2,1,2,336
0,"F","16-25","S",2,3,2,145
1,"M","26-35","S",4,2,2,89
1,"F","36-45","M",3,5,2,178
0,"M","26-35","S",3,1,2,78
1,"M","26-35","S",3,1,2,178
0,"M","26-35","U",-1,3,-1,52
1,"F","26-35","M",4,3,2,169
0,"F","26-35","M",4,3,2,83
1,"F","36-45","M",3,4,2,195
1,"F","26-35","M",3,2,2,129
0,"F","16-25","S",-1,2,2,79.8
1,"F","26-35","M",3,2,3,129
0,"M","16-25","S",3,4,3,99
1,"F","16-25","S",3,2,2,69
1,"F","26-35","S",-1,2,2,150
1,"F","26-35","U",-1,2,-1,89
1,"F","16-25","U",-1,3,-1,89
0,"F","16-25","U",-1,3,-1,0
1,"F","26-35","M",3,-1,3,78
1,"F","16-25","M",1,-1,3,78
1,"F","16-25","S",3,2,3,78
0,"F","26-35","M",3,3,2,0
1,"F",">=56","U",-1,3,-1,209
0,"M","26-35","S",3,1,2,0
1,"M","36-45","M",4,-1,2,89
1,"F","26-35","M",3,2,2,78
1,"F","36-45","M",3,4,2,298
1,"F","36-45","M",3,4,2,298
1,"M","46-55","S",2,-1,2,89
0,"F","36-45","M",3,2,2,98
1,"F","26-35","M",4,1,2,230
1,"M","26-35","M",3,2,2,19.9
1,"M","26-35","M",3,2,2,39.9
1,"F","26-35","M",3,4,2,59
0,"F","26-35","U",-1,-1,-1,0
1,"F","36-45","M",3,1,-1,110
1,"F","16-25","S",3,3,3,69.9
1,"F","26-35","M",2,3,3,89
0,"F","26-35","M",2,3,3,0
1,"F","26-35","S",2,2,2,129
1,"M","16-25","U",-1,2,-1,119
0,"M","36-45","M",4,1,2,0
1,"F","16-25","S",1,2,3,89
1,"M","26-35","S",3,2,2,69
0,"F","26-35","U",-1,4,-1,0
1,"F","16-25","U",-1,1,-1,49
1,"F","16-25","U",-1,1,-1,69
1,"F","26-35","M",3,2,4,188
1,"F","26-35","M",3,4,2,78
1,"F","16-25","S",4,2,2,52
1,"F","16-25","S",3,2,2,139.9
1,"F","46-55","U",-1,2,-1,145
0,"M","26-35","M",3,4,3,0
1,"F","16-25","S",3,2,2,298
0,"M","36-45","M",-1,3,2,69.8
0,"F","36-45","S",3,-1,2,125
1,"F","26-35","S",2,1,2,49
0,"F","16-25","S",3,1,2,145
1,"F","36-45","S",2,4,2,89
0,"F","36-45","S",2,4,2,0
1,"F",">=56","M",4,2,2,79
1,"F",">=56","M",4,2,2,49
0,"F","26-35","S",3,2,3,55
1,"F","36-45","S",2,1,2,59.9
1,"F","36-45","M",3,1,3,305
0,"F","36-45","M",3,1,2,0
0,"F","16-25","U",-1,1,-1,0
1,"F","16-25","U",-1,1,-1,58
0,"M","16-25","S",3,1,2,78
1,"F","26-35","S",3,2,3,78
1,"M","16-25","U",-1,4,-1,99
1,"F","26-35","M",2,4,4,36
1,"F","26-35","S",3,1,2,245
1,"F","26-35","S",3,2,2,145
1,"F","26-35","S",-1,1,4,179
1,"M","36-45","M",3,1,2,298
1,"F","16-25","M",-1,-1,4,0
1,"F","26-35","M",3,4,3,109
1,"F","26-35","M",4,3,2,79.9
1,"F","16-25","S",3,2,3,78
1,"F","16-25","S",2,2,3,129
0,"F","16-25","S",2,2,3,0
1,"F","16-25","M",-1,2,4,100
0,"F","26-35","S",3,4,3,0
0,"F","16-25","S",-1,3,2,145
1,"F","26-35","M",3,2,1,300
0,"F","16-25","S",2,3,3,0
1,"F","16-25","S",2,2,2,78
1,"F","16-25","U",-1,2,-1,69
1,"M","16-25","S",3,2,2,298
1,"F",">=56","U",-1,2,-1,75
1,"F","16-25","S",2,2,2,298
1,"F","16-25","S",2,2,2,298
1,"F","26-35","S",3,-1,3,79
1,"F",">=56","U",-1,1,-1,209
1,"F","26-35","S",3,1,3,179
0,"F","26-35","S",3,1,3,0
1,"F","26-35","S",3,1,3,79.9
1,"F","26-35","M",2,3,2,188
1,"F","36-45","M",4,1,2,148
1,"F","26-35","S",3,2,2,99
0,"F","26-35","S",3,2,2,0
0,"F","16-25","S",2,4,3,0
0,"M","26-35","M",4,2,2,0
1,"M","26-35","M",2,4,3,125
1,"F","16-25","S",3,2,2,139
1,"F","16-25","S",3,2,2,126
1,"F","16-25","S",3,2,2,330
1,"F","26-35","M",2,4,2,118
1,"F","26-35","S",3,3,3,79.9
1,"F","16-25","S",2,2,2,298
1,"F","16-25","S",1,2,2,149
0,"F","16-25","S",2,2,2,0
1,"F","16-25","M",2,3,2,169
1,"M","36-45","M",4,1,3,59.9
1,"F","26-35","U",-1,-1,-1,97
0,"M","26-35","M",3,3,2,0
1,"F","46-55","M",3,2,2,245
1,"M","16-25","S",3,2,2,78
1,"F","26-35","M",3,2,2,298
1,"F","16-25","S",3,4,3,69.9
1,"M","36-45","M",4,1,2,298
1,"M","36-45","M",4,1,2,178
1,"F","36-45","S",3,-1,3,336
1,"F",">=56","M",3,2,2,320
1,"F","16-25","S",3,2,2,78
1,"M","36-45","M",4,2,2,139
0,"F","16-25","S",-1,-1,4,0
1,"F","36-45","M",3,3,1,99
1,"F","16-25","U",-1,2,-1,89
0,"F","16-25","U",-1,2,-1,0
0,"M","16-25","U",-1,3,-1,49
1,"F","26-35","M",2,1,2,188
1,"F","26-35","M",4,2,2,139
1,"F","16-25","S",3,1,2,79
1,"M","36-45","M",3,1,2,49
0,"F","26-35","M",3,2,2,70
1,"F","26-35","M",3,2,2,59
1,"F","16-25","S",3,4,2,89
0,"M","26-35","M",2,3,2,0
0,"M","26-35","M",2,3,2,0
0,"M","26-35","M",2,3,2,0
1,"M","26-35","M",2,3,2,500
1,"M","26-35","S",3,3,2,79.9
1,"F","26-35","M",3,2,2,298
1,"F","26-35","M",3,2,3,78
1,"F","26-35","U",-1,3,-1,159
1,"M","26-35","S",3,2,2,78
1,"F","26-35","U",2,2,-1,300
1,"M","16-25","S",3,2,2,99
1,"M","26-35","M",3,4,3,55
1,"F","16-25","S",2,-1,2,79.8
1,"F","26-35","M",2,4,2,58
1,"F","26-35","S",3,2,2,78
0,"M","46-55","S",2,4,2,32.9
1,"F","26-35","M",4,4,2,245
0,"M","16-25","S",2,1,2,69
1,"F","26-35","U",3,2,-1,109
1,"F","26-35","M",3,4,2,180
1,"F","26-35","M",3,2,2,76
1,"F","16-25","S",3,2,2,94.9
1,"F","16-25","S",3,2,2,79.9
1,"F","26-35","M",1,2,2,69
1,"F","16-25","S",3,2,2,55
1,"F","36-45","S",2,4,2,150
1,"F","26-35","S",-1,2,3,78
1,"F","26-35","U",3,1,-1,234
0,"M","26-35","S",3,1,2,0
1,"M","26-35","S",3,1,2,298
1,"F","16-25","U",-1,4,-1,58
1,"F","16-25","M",3,1,2,300
1,"F","16-25","M",3,1,2,0
0,"M","26-35","S",4,2,2,98
0,"M","26-35","S",4,2,2,98
0,"M","46-55","M",3,2,2,0
1,"M","46-55","M",3,2,2,0
1,"F",">=56","M",3,4,2,118
1,"F","26-35","M",3,2,2,298
1,"F","26-35","S",3,4,3,78
1,"F","36-45","M",4,5,2,288
0,"F","26-35","S",3,2,3,0
0,"F","16-25","M",4,3,2,250
1,"F","36-45","M",4,1,2,298
1,"F","36-45","U",-1,3,-1,198
1,"F","36-45","M",3,1,3,69
0,"F","36-45","M",3,4,2,59
0,"M","16-25","S",2,-1,3,0
0,"F","16-25","S",3,1,2,0
1,"M","26-35","S",2,2,3,0
0,"M","26-35","M",3,3,2,0
0,"M","26-35","M",3,3,2,0
0,"M","26-35","M",3,3,2,0
1,"M","26-35","M",3,3,2,85
0,"F","26-35","U",-1,4,-1,0
0,"F","26-35","U",-1,4,-1,0
0,"F","26-35","S",2,-1,3,65
0,"F","16-25","U",-1,-1,-1,145
1,"F","26-35","S",3,2,2,336
0,"F","16-25","S",3,1,2,0
1,"F","26-35","M",4,2,2,298
0,"M","26-35","M",2,3,2,0
1,"M","26-35","M",2,3,2,69
1,"M","26-35","S",3,1,2,79.9
1,"F","26-35","S",3,2,2,49
1,"F","16-25","S",3,2,2,59.9
1,"F","26-35","M",3,4,3,79
1,"F","36-45","S",-1,4,3,169
1,"F","26-35","M",2,4,2,0
1,"F","26-35","M",3,2,2,41.7
1,"F","26-35","M",3,2,2,85
1,"F","26-35","S",3,2,3,69
1,"F","16-25","M",3,-1,3,59.9
1,"F","16-25","U",3,3,-1,149
0,"F","26-35","M",3,1,3,0
1,"F","16-25","S",-1,2,3,66
1,"F","36-45","M",3,3,2,79
1,"F",">=56","M",4,1,2,59.9
1,"M","36-45","M",4,1,2,298
1,"F","36-45","M",4,4,2,0
1,"F","16-25","S",2,2,3,118
1,"F","26-35","M",3,4,3,99
1,"M","26-35","M",4,1,2,79.9
1,"F","16-25","S",3,2,3,78
1,"F","46-55","M",3,2,2,218
1,"F","26-35","S",3,2,2,318
1,"M","16-25","U",-1,-1,-1,69
1,"M","36-45","M",-1,4,3,49.9
1,"F","16-25","S",3,2,2,78
0,"F","16-25","S",3,2,2,69
1,"F","36-45","M",3,1,3,170
1,"F","26-35","M",3,2,3,59.9
1,"F","36-45","M",2,3,3,149
0,"M","16-25","S",1,-1,3,58
1,"F","26-35","M",3,3,2,178
1,"F","26-35","M",3,3,2,298
1,"F","16-25","M",3,1,2,298
1,"F","16-25","U",2,3,-1,200
1,"F","46-55","M",3,2,2,69
1,"F","26-35","U",-1,1,-1,128
1,"M","46-55","U",-1,-1,-1,209
1,"F","26-35","M",4,2,2,298
0,"F","36-45","U",-1,-1,-1,58
0,"F","16-25","S",-1,1,3,0
1,"F","26-35","S",3,2,2,298
1,"F","36-45","M",4,3,2,79.9
1,"M","26-35","S",3,2,2,99.9
1,"M","26-35","S",3,2,2,89
1,"F","26-35","S",3,3,1,105
1,"F","26-35","M",2,1,2,199
0,"F","26-35","M",4,3,1,0
1,"F","26-35","M",4,3,1,280
