"ShowId","Week","AirDate","PriorWeekMkt","Viewers"
1884,12,2012-01-13,77,110000
1885,12,2016-09-08,47,30000
1886,12,2019-06-02,54,100000
1887,12,2012-03-31,25,40000
1888,12,2018-05-24,15,120000
1889,12,2019-08-12,38,20000
1890,12,2010-08-03,26,60000
1892,12,2011-09-23,25,10000
1893,12,2014-06-23,35,20000
1894,12,2015-11-12,50,100000
1895,12,2016-04-05,64,250000
1897,12,2017-08-05,44,30000
1898,12,2014-08-09,27,360000
1899,12,2014-04-06,22,240000
1900,12,2017-06-10,9,140000
1901,12,2011-08-01,65,20000
1902,12,2014-12-11,85,110000
1903,12,2015-02-11,18,150000
1905,12,2010-09-06,60,180000
1906,12,2018-03-26,31,160000
1908,12,2019-04-18,25,30000
1909,12,2014-04-30,76,70000
1910,12,2011-09-27,25,190000
1911,12,2014-07-02,58,20000
1912,12,2015-05-12,24,50000
1913,12,2017-07-20,62,0
1914,12,2018-04-29,31,70000
1915,12,2017-06-05,44,30000
1916,12,2013-02-08,82,50000
1917,12,2019-12-10,31,110000
1918,12,2012-03-14,59,10000
1919,12,2010-03-27,54,140000
1920,12,2018-06-18,67,110000
1921,12,2014-01-08,3,480000
1922,12,2019-04-09,69,230000
1923,12,2014-01-21,17,210000
1924,12,2017-01-29,15,590000
1925,12,2011-12-07,94,50000
1926,12,2010-10-09,6,260000
1927,12,2013-02-24,24,60000
1929,12,2013-07-09,42,40000
1931,12,2012-03-28,40,520000
1932,12,2018-09-12,91,120000
1933,12,2018-02-24,14,140000
1934,12,2012-10-28,95,100000
1935,12,2016-11-03,60,60000
1936,12,2019-12-15,47,240000
1937,12,2014-06-17,96,50000
1938,12,2011-07-08,49,80000
1940,12,2018-03-22,11,30000
1941,12,2020-01-16,98,160000
1942,12,2018-08-08,5,130000
1943,12,2016-07-18,78,610000
1944,12,2011-01-09,95,110000
1945,12,2017-03-10,96,0
1946,12,2015-11-24,47,10000
1947,12,2017-08-26,95,70000
1949,12,2016-04-24,73,110000
1950,12,2012-10-25,37,570000
1951,12,2010-06-09,49,180000
1953,12,2016-11-28,35,80000
1954,12,2011-05-27,17,100000
1956,12,2014-02-14,10,30000
1957,12,2015-02-01,98,180000
1958,12,2015-04-08,30,30000
1959,12,2011-11-20,38,90000
1960,12,2018-04-26,4,340000
1961,12,2018-02-16,7,350000
1963,12,2011-03-05,41,130000
1964,12,2015-05-20,90,90000
1965,12,2016-05-28,57,20000
1966,12,2015-02-08,84,80000
1967,12,2017-09-01,28,120000
1969,12,2011-11-25,39,0
1970,12,2019-09-24,23,30000
1971,12,2017-09-03,34,100000
1972,12,2019-08-06,54,30000
1973,12,2016-07-15,45,240000
1974,12,2010-12-18,92,110000
1975,12,2012-03-07,61,70000
1976,12,2012-04-07,55,90000
1977,12,2016-02-05,66,250000
1978,12,2011-01-19,37,100000
1979,12,2016-07-26,86,90000
1982,12,2016-06-24,23,200000
1983,12,2014-08-07,97,80000
1984,12,2016-03-30,80,150000
1985,12,2017-04-21,89,170000
1986,12,2012-03-27,2,20000
1987,12,2016-09-18,50,310000
1989,12,2015-05-18,40,50000
1990,12,2012-02-16,87,130000
1991,12,2019-04-17,39,20000
1992,12,2018-01-08,93,580000
1993,12,2019-04-30,92,150000
1994,12,2011-09-05,50,180000
1995,12,2017-07-16,60,90000
1996,12,2011-01-01,83,80000
1997,12,2011-08-18,56,160000
1998,12,2011-06-10,37,0
1999,12,2013-11-21,20,0
2000,12,2014-02-10,11,250000
2001,12,2019-08-10,76,130000
2002,12,2012-11-04,76,250000
2003,12,2010-12-21,69,160000
2004,12,2011-12-27,14,50000
2005,12,2012-09-20,71,80000
2006,12,2018-01-06,49,230000
2007,12,2010-09-16,3,120000
2008,12,2013-06-26,3,60000
2010,12,2019-05-07,51,80000
2011,12,2018-02-02,51,20000
2012,12,2013-02-23,66,50000
2013,12,2014-10-08,36,160000
2014,12,2011-02-26,49,270000
2015,12,2015-12-17,48,100000
2016,12,2016-12-03,54,90000
2017,12,2010-10-12,29,160000
2019,12,2019-09-23,42,100000
2020,12,2013-06-02,40,70000
2021,12,2010-05-16,65,110000
2022,12,2018-03-07,27,40000
2023,12,2014-11-17,36,10000
2024,12,2010-11-20,13,510000
2025,12,2018-03-03,63,40000
2027,12,2014-08-02,39,30000
2028,12,2014-09-21,84,170000
2029,12,2012-09-14,79,160000
2030,12,2019-06-18,96,200000
2031,12,2013-03-11,31,330000
2033,12,2014-02-24,13,310000
2034,12,2014-09-21,7,120000
2035,12,2016-01-16,8,220000
2036,12,2015-05-09,32,80000
2037,12,2017-11-25,65,100000
2038,12,2019-05-30,67,110000
2039,12,2016-03-14,30,160000
2040,12,2011-04-30,77,40000
2041,12,2013-10-07,47,100000
2042,12,2010-10-05,22,240000
2043,12,2014-05-12,56,100000
2044,12,2016-09-28,99,530000
2045,12,2012-03-23,8,210000
2046,12,2015-03-15,60,260000
2047,12,2015-02-12,46,250000
2048,12,2016-09-10,43,200000
2049,12,2011-08-26,28,10000
2050,12,2018-05-14,14,180000
2051,12,2015-02-08,31,310000
2052,12,2014-10-05,91,170000
2053,12,2014-09-21,52,240000
2054,12,2015-01-17,100,40000
2055,12,2015-05-02,78,20000
2056,12,2013-08-01,35,30000
2057,12,2015-06-13,97,150000
2058,12,2019-08-23,85,60000
2059,12,2012-04-02,8,120000
2060,12,2017-12-13,40,70000
2061,12,2018-05-19,96,80000
2062,12,2010-12-14,83,170000
2064,12,2013-10-19,48,30000
2065,12,2013-06-24,47,60000
2066,12,2010-11-13,21,40000
2067,12,2016-11-11,67,280000
2068,12,2011-01-01,18,60000
2069,12,2015-08-11,76,260000
2070,12,2018-12-24,40,230000
2071,12,2014-07-14,48,190000
2072,12,2013-03-02,71,10000
2073,12,2017-02-27,89,100000
2074,12,2010-12-05,53,140000
2075,12,2010-03-29,87,280000
2076,12,2010-08-09,82,130000
2077,12,2017-11-05,74,130000
2078,12,2012-05-22,26,330000
2079,12,2014-01-06,47,610000
2080,12,2016-11-26,71,110000
2081,12,2010-05-24,42,90000
2082,12,2013-01-09,100,30000
2083,12,2011-02-04,31,90000
2084,12,2019-06-01,41,20000
2085,12,2010-06-23,41,40000
2086,12,2014-11-25,93,270000
2087,12,2016-03-05,55,230000
2088,12,2014-02-26,91,330000
2089,12,2016-03-14,8,10000
2090,12,2010-11-21,42,180000
2091,12,2015-01-31,4,550000
2092,12,2013-10-14,19,330000
2093,12,2018-11-11,5,170000
2094,12,2011-09-20,4,0
2095,12,2014-11-15,80,100000
2096,12,2010-04-12,28,40000
2097,12,2014-01-26,45,160000
2098,12,2016-10-31,98,310000
2099,12,2016-11-16,85,230000
2100,12,2011-10-27,39,100000
2101,12,2012-07-25,98,120000
2103,12,2012-04-22,52,140000
2104,12,2019-03-05,48,80000
2105,12,2015-10-15,66,280000
2106,12,2019-09-21,61,0
2107,12,2011-11-06,73,410000
2108,12,2015-07-06,42,90000
2109,12,2019-06-21,40,110000
2110,12,2014-07-29,8,140000
2111,12,2010-12-06,89,250000
2113,12,2014-12-08,99,110000
2115,12,2019-01-13,3,150000
2116,12,2012-06-04,47,200000
2117,12,2019-06-17,94,180000
2118,12,2018-03-11,93,60000
2119,12,2016-02-14,86,420000
2120,12,2020-01-01,4,130000
2121,12,2013-03-30,26,20000
2122,12,2011-03-09,74,110000
2123,12,2016-08-15,15,10000
2124,12,2017-06-07,81,20000
2125,12,2019-02-16,93,210000
2127,12,2010-09-17,58,260000
2128,12,2014-01-31,50,0
2129,12,2017-09-08,84,90000
2130,12,2017-11-24,70,40000
2131,12,2012-10-12,88,280000
2132,12,2019-12-12,31,240000
2133,12,2016-07-22,32,130000
2134,12,2017-04-05,58,90000
2135,12,2014-05-24,4,120000
2136,12,2016-08-24,99,340000
2137,12,2011-03-13,9,200000
2138,12,2017-08-06,13,0
2139,12,2011-11-26,23,80000
2140,12,2017-11-08,33,20000
2141,12,2019-11-24,37,70000
2142,12,2017-05-21,29,10000
2143,12,2016-12-17,15,10000
2144,12,2017-11-28,94,70000
2145,12,2018-10-09,27,10000
2146,12,2018-03-18,46,90000
2147,12,2011-09-05,9,220000
2148,12,2015-08-01,48,10000
2149,12,2014-03-22,84,10000
2150,12,2017-11-12,50,90000
2151,12,2018-08-11,61,90000
2152,12,2015-05-20,3,50000
2153,12,2016-11-24,29,290000
2154,12,2016-08-03,14,240000
2155,12,2011-07-13,86,40000
2156,12,2013-06-23,14,270000
2157,12,2012-04-09,98,470000
2158,12,2016-12-30,95,90000
2159,12,2013-09-22,41,380000
2160,12,2018-03-25,78,490000
2161,12,2015-05-18,53,40000
2162,12,2019-01-12,64,130000
2163,12,2017-10-31,71,60000
2165,12,2019-02-12,90,290000
2166,12,2019-01-17,7,130000
2167,12,2015-10-27,61,150000
2168,12,2015-02-26,47,120000
2169,12,2015-08-25,94,130000
2170,12,2011-07-02,28,40000
2171,12,2019-09-13,84,50000
2173,12,2015-07-08,89,90000
2174,12,2012-01-02,73,390000
2175,12,2017-05-02,75,150000
2176,12,2019-12-17,13,90000
2177,12,2017-08-16,10,70000
2178,12,2018-10-25,3,170000
2179,12,2011-07-20,43,170000
2180,12,2013-12-13,2,540000
2181,12,2010-10-28,63,80000
2182,12,2016-02-26,57,80000
2183,12,2012-11-14,18,130000
2184,12,2014-06-23,2,20000
2186,12,2017-01-30,49,140000
2188,12,2011-12-27,13,90000
2189,12,2014-04-05,76,190000
2190,12,2012-06-14,78,40000
2191,12,2016-10-28,95,260000
2192,12,2013-09-13,10,110000
2193,12,2019-04-01,39,200000
2194,12,2015-11-04,92,90000
2195,12,2015-12-18,91,170000
2196,12,2011-03-24,29,160000
2197,12,2017-01-29,57,10000
2199,12,2019-12-07,6,190000
2200,12,2018-07-11,15,290000
2201,12,2019-11-28,87,350000
2202,12,2015-01-13,98,220000
2203,12,2013-04-22,14,20000
2204,12,2010-07-17,77,230000
2205,12,2018-11-28,61,220000
2206,12,2018-11-09,64,340000
2207,12,2019-10-05,56,70000
2208,12,2012-09-16,60,200000
2209,12,2019-06-08,80,30000
2210,12,2019-07-22,80,110000
2211,12,2011-10-08,52,10000
2212,12,2011-09-10,91,410000
2213,12,2015-12-24,80,250000
2214,12,2013-01-30,95,190000
2215,12,2019-02-14,63,260000
2217,12,2017-03-18,30,100000
2218,12,2010-05-06,66,90000
2219,12,2016-03-07,39,230000
2220,12,2019-09-06,18,0
2221,12,2010-05-19,52,430000
2222,12,2019-05-03,2,70000
2223,12,2010-05-11,22,10000
2224,12,2017-02-16,7,50000
2225,12,2015-02-12,17,220000
2226,12,2012-11-06,72,40000
2227,12,2017-06-04,13,110000
2228,12,2017-01-11,10,50000
2229,12,2017-01-15,48,30000
2230,12,2010-05-15,38,100000
2231,12,2014-08-21,39,60000
2232,12,2011-07-11,90,90000
2233,12,2014-09-12,44,40000
2234,12,2015-03-24,64,30000
2235,12,2019-02-06,4,30000
2238,12,2019-04-27,90,180000
2239,12,2013-12-05,10,30000
2240,12,2010-07-25,2,30000
2241,12,2017-06-04,90,140000
2242,12,2012-07-15,57,30000
2243,12,2013-09-18,33,170000
2244,12,2016-07-01,74,50000
2245,12,2014-02-02,92,240000
2246,12,2016-02-15,37,130000
2247,12,2013-02-01,51,90000
2248,12,2015-01-03,48,40000
2249,12,2016-09-20,70,100000
2250,12,2010-06-23,23,70000
2251,12,2011-12-06,29,110000
2252,12,2019-11-13,16,410000
2253,12,2017-11-12,5,120000
2254,12,2013-05-23,83,140000
2255,12,2017-06-01,37,130000
2256,12,2012-09-27,18,310000
2258,12,2012-05-02,73,230000
2259,12,2012-07-01,94,100000
2260,12,2012-01-08,22,200000
2261,12,2018-02-20,73,510000
2262,12,2018-03-02,3,190000
2263,12,2015-02-27,91,110000
2264,12,2011-11-15,25,190000
2265,12,2011-12-27,81,220000
2266,12,2015-08-05,72,300000
2268,12,2010-12-16,10,50000
2269,12,2015-11-29,39,60000
2270,12,2018-08-03,74,20000
2271,12,2016-01-03,58,110000
2272,12,2019-11-12,75,40000
2273,12,2010-11-21,40,50000
2275,12,2018-02-23,15,100000
2276,12,2018-02-24,11,230000
2277,12,2017-10-25,7,190000
2278,12,2019-02-27,87,10000
2279,12,2013-06-12,7,70000
2280,12,2012-07-24,52,120000
2281,12,2012-08-17,27,40000
2282,12,2015-03-23,35,20000
2283,12,2016-10-14,70,190000
2284,12,2010-08-24,54,210000
2285,12,2017-01-21,46,160000
2286,12,2017-12-29,45,50000
2287,12,2016-01-18,2,110000
2288,12,2011-02-09,87,10000
2289,12,2018-08-15,61,50000
2290,12,2016-04-14,43,90000
2291,12,2018-02-05,72,160000
2292,12,2014-10-18,57,240000
2293,12,2015-04-15,72,160000
2295,12,2012-10-09,58,200000
2296,12,2019-08-02,15,130000
2297,12,2016-01-28,30,80000
2298,12,2012-03-30,24,50000
2299,12,2014-03-11,73,50000
2300,12,2015-01-13,90,350000
2301,12,2018-02-13,71,240000
2302,12,2019-03-17,24,120000
2303,12,2017-08-07,48,230000
2304,12,2011-05-20,87,190000
2305,12,2018-07-22,90,250000
2306,12,2019-05-26,26,210000
2307,12,2015-06-03,53,210000
2308,12,2012-09-16,93,150000
2309,12,2013-05-16,81,80000
2310,12,2014-03-01,87,80000
2311,12,2017-02-03,7,30000
2312,12,2010-05-11,98,170000
2313,12,2010-09-19,30,110000
2314,12,2016-08-22,27,30000
2315,12,2010-11-19,40,50000
2316,12,2017-09-14,51,80000
2317,12,2014-05-22,73,60000
2318,12,2012-07-07,75,540000
2319,12,2013-12-21,86,190000
2320,12,2017-08-27,36,120000
2321,12,2019-02-11,85,10000
2322,12,2017-07-16,94,40000
2324,12,2014-03-25,98,70000
2325,12,2013-10-29,99,140000
2326,12,2012-11-30,19,120000
2327,12,2010-11-18,28,350000
2328,12,2015-05-09,93,150000
2329,12,2017-12-31,69,100000
2330,12,2014-09-22,95,320000
2331,12,2010-05-24,94,250000
2332,12,2018-06-05,6,0
2333,12,2013-02-19,23,10000
2335,12,2012-12-18,86,140000
2336,12,2012-02-08,40,250000
2338,12,2014-12-04,52,160000
2339,12,2018-08-09,65,80000
2340,12,2013-03-24,50,100000
2341,12,2018-03-14,77,110000
2342,12,2011-05-19,67,150000
2343,12,2010-07-18,38,240000
2344,12,2011-03-02,23,90000
2345,12,2017-05-19,18,0
2346,12,2012-09-03,17,10000
2347,12,2019-06-19,30,60000
2348,12,2011-06-06,93,90000
2349,12,2019-01-01,68,360000
2350,12,2012-04-11,9,220000
2351,12,2011-08-20,82,60000
2352,12,2014-05-13,85,30000
2353,12,2010-10-22,12,170000
2355,12,2012-09-24,99,500000
2356,12,2019-01-09,72,290000
2358,12,2014-01-12,44,100000
2359,12,2020-01-01,37,60000
2360,12,2011-10-27,86,140000
2361,12,2019-12-25,33,70000
2362,12,2012-10-08,56,50000
2363,12,2016-03-21,27,160000
2364,12,2015-09-23,23,20000
2365,12,2016-10-02,17,250000
2366,12,2015-09-06,26,110000
2367,12,2017-12-29,84,90000
2368,12,2013-06-29,47,50000
2370,12,2016-09-26,68,130000
2371,12,2012-05-27,44,90000
2372,12,2019-01-03,37,300000
2375,12,2011-09-11,25,170000
2376,12,2010-04-05,94,110000
2377,12,2014-04-15,24,190000
2378,12,2013-10-24,68,360000
2379,12,2018-07-31,34,280000
2380,12,2010-07-11,55,150000
2381,12,2010-11-06,85,0
2383,12,2018-03-23,12,40000
2384,12,2014-08-05,23,10000
2385,12,2018-10-24,77,140000
2386,12,2017-02-26,49,40000
2387,12,2012-07-16,53,40000
2388,12,2010-07-15,64,60000
2389,12,2014-01-17,37,100000
2390,12,2010-11-01,51,480000
2391,12,2014-01-27,96,10000
2392,12,2019-01-15,96,290000
1,13,2012-07-25,100,390000
2,13,2012-07-19,45,100000
3,13,2018-09-20,41,30000
5,13,2010-06-29,70,100000
6,13,2016-04-11,2,630000
7,13,2018-04-22,73,10000
9,13,2015-11-25,96,290000
10,13,2014-05-05,100,220000
12,13,2016-06-19,6,10000
13,13,2014-04-25,79,240000
14,13,2012-03-05,12,200000
15,13,2018-10-27,95,120000
16,13,2016-06-03,67,160000
17,13,2012-01-26,12,120000
19,13,2017-03-01,93,260000
20,13,2019-12-20,27,200000
21,13,2013-07-27,83,40000
24,13,2010-06-21,27,110000
25,13,2017-12-19,36,220000
26,13,2011-12-10,17,540000
27,13,2014-04-27,26,230000
28,13,2010-09-12,75,560000
29,13,2014-06-01,64,40000
30,13,2018-10-31,55,120000
31,13,2017-08-02,97,340000
33,13,2014-02-18,18,230000
34,13,2016-03-14,4,80000
35,13,2018-11-16,58,10000
36,13,2018-01-13,24,110000
37,13,2015-06-16,3,0
38,13,2010-07-21,88,80000
39,13,2019-04-08,52,170000
40,13,2014-12-15,60,70000
41,13,2015-10-08,12,70000
42,13,2014-04-11,23,80000
43,13,2017-04-09,98,60000
44,13,2012-04-10,38,90000
45,13,2013-07-25,43,50000
46,13,2013-08-04,91,430000
47,13,2010-07-08,34,30000
48,13,2019-12-24,68,770000
49,13,2014-04-05,94,10000
50,13,2012-04-25,60,60000
52,13,2012-08-03,55,10000
53,13,2018-11-19,34,60000
54,13,2010-07-09,9,10000
55,13,2016-11-11,32,470000
56,13,2010-07-05,99,40000
57,13,2017-05-21,99,300000
58,13,2014-03-24,53,230000
59,13,2015-04-24,22,70000
60,13,2019-03-20,35,640000
61,13,2015-05-10,73,290000
62,13,2017-12-21,11,410000
63,13,2013-02-12,69,290000
64,13,2017-02-01,12,170000
65,13,2018-05-27,92,450000
66,13,2011-02-21,53,70000
67,13,2011-03-10,41,90000
70,13,2018-11-12,83,10000
71,13,2011-04-02,73,60000
72,13,2017-09-09,89,180000
73,13,2017-11-11,56,40000
74,13,2015-10-28,40,10000
75,13,2018-03-12,62,20000
76,13,2012-01-08,98,120000
77,13,2012-05-14,84,30000
78,13,2012-01-30,65,90000
79,13,2015-11-09,41,240000
80,13,2017-05-12,75,180000
81,13,2016-04-24,70,70000
82,13,2014-03-31,85,0
83,13,2012-02-03,4,110000
84,13,2019-01-30,71,810000
85,13,2019-03-10,89,60000
86,13,2013-12-23,21,140000
87,13,2016-09-20,4,190000
88,13,2018-02-07,61,270000
89,13,2019-01-13,85,80000
90,13,2016-02-09,14,510000
91,13,2016-02-24,87,220000
92,13,2013-03-10,94,50000
93,13,2016-10-11,89,140000
94,13,2012-09-28,45,270000
95,13,2015-04-21,77,40000
96,13,2012-05-09,69,230000
97,13,2012-04-08,5,170000
98,13,2019-10-08,96,130000
100,13,2012-10-09,61,60000
101,13,2010-05-18,25,130000
102,13,2020-01-22,29,170000
103,13,2010-12-22,53,120000
104,13,2015-12-31,91,20000
105,13,2016-10-22,60,290000
106,13,2012-12-26,88,80000
107,13,2011-11-18,84,290000
108,13,2015-03-13,65,200000
109,13,2013-03-26,8,40000
110,13,2012-06-11,34,200000
112,13,2014-07-30,93,190000
113,13,2010-09-25,23,130000
115,13,2013-08-28,13,80000
116,13,2014-08-03,80,110000
117,13,2015-06-21,78,90000
118,13,2015-11-10,35,10000
119,13,2014-04-28,61,100000
122,13,2017-01-29,40,120000
123,13,2011-04-01,62,10000
124,13,2018-07-11,59,1090000
125,13,2011-11-24,52,80000
126,13,2013-03-13,82,310000
127,13,2015-04-20,13,40000
128,13,2013-09-15,65,40000
129,13,2014-02-10,59,220000
130,13,2012-11-12,61,50000
131,13,2016-02-24,34,300000
132,13,2011-05-27,93,110000
133,13,2012-11-04,42,540000
135,13,2012-04-13,52,60000
136,13,2017-04-07,43,90000
138,13,2015-12-17,86,110000
139,13,2016-02-14,29,340000
141,13,2012-01-21,66,180000
142,13,2016-09-05,61,60000
143,13,2014-12-13,40,310000
144,13,2014-08-02,9,470000
145,13,2016-02-23,100,100000
146,13,2012-11-05,19,130000
148,13,2014-10-15,90,50000
149,13,2010-12-10,19,40000
150,13,2015-03-05,29,50000
151,13,2015-11-15,16,180000
152,13,2015-11-17,10,110000
153,13,2019-05-17,47,180000
155,13,2019-02-14,94,260000
156,13,2013-11-01,2,280000
158,13,2010-12-09,76,190000
159,13,2015-02-03,31,270000
160,13,2015-08-13,24,160000
161,13,2011-10-11,38,260000
162,13,2010-07-18,43,70000
163,13,2011-04-16,70,0
164,13,2011-08-22,47,50000
165,13,2011-12-02,49,50000
166,13,2018-02-16,45,70000
167,13,2011-02-26,60,60000
168,13,2014-10-14,42,20000
169,13,2012-01-25,97,230000
171,13,2016-07-14,66,0
172,13,2012-07-24,56,50000
173,13,2010-09-04,41,150000
174,13,2020-01-22,15,140000
175,13,2019-07-16,33,0
176,13,2014-01-15,84,70000
179,13,2016-08-01,23,50000
180,13,2019-03-12,48,170000
181,13,2017-05-05,6,100000
182,13,2016-02-26,47,120000
183,13,2015-01-28,55,70000
184,13,2010-04-08,47,180000
185,13,2014-11-11,74,40000
186,13,2013-02-20,15,150000
188,13,2018-09-09,31,0
189,13,2014-06-28,46,0
190,13,2012-04-18,21,190000
191,13,2019-05-14,39,120000
192,13,2019-08-04,84,210000
194,13,2011-05-24,53,180000
195,13,2014-10-18,14,80000
196,13,2014-03-26,45,50000
197,13,2016-10-05,35,120000
198,13,2013-01-01,86,150000
199,13,2016-01-15,61,160000
200,13,2018-11-08,67,150000
201,13,2010-06-09,46,130000
202,13,2016-08-07,28,60000
203,13,2014-05-28,48,340000
204,13,2016-09-26,3,60000
205,13,2017-03-15,67,400000
206,13,2019-11-23,7,0
207,13,2016-05-08,71,460000
208,13,2011-04-29,76,90000
209,13,2018-11-16,67,160000
210,13,2015-06-27,8,220000
211,13,2015-06-23,88,30000
212,13,2016-04-22,34,30000
213,13,2011-04-30,65,260000
214,13,2017-01-03,54,110000
215,13,2019-03-08,7,350000
217,13,2016-03-13,89,100000
218,13,2019-06-17,17,30000
219,13,2018-05-06,72,80000
220,13,2018-12-03,11,150000
221,13,2016-01-28,24,300000
222,13,2010-12-17,81,350000
223,13,2019-06-30,64,210000
224,13,2012-09-03,22,40000
225,13,2018-05-21,54,130000
226,13,2018-05-16,71,190000
227,13,2017-04-09,21,110000
228,13,2015-07-24,22,20000
229,13,2013-02-25,15,160000
230,13,2012-02-27,25,240000
232,13,2018-11-06,67,70000
234,13,2013-09-18,65,10000
235,13,2014-06-24,9,160000
236,13,2015-01-25,61,80000
237,13,2019-12-31,95,40000
238,13,2017-08-27,25,80000
239,13,2013-11-18,43,210000
240,13,2010-04-22,15,110000
241,13,2011-04-05,85,20000
242,13,2015-05-13,72,20000
243,13,2016-06-23,68,130000
244,13,2012-07-07,82,30000
246,13,2018-08-24,98,70000
247,13,2016-01-18,92,50000
248,13,2017-11-02,20,310000
249,13,2014-06-08,100,220000
250,13,2018-02-01,75,290000
252,13,2012-01-25,20,40000
253,13,2018-06-17,33,130000
254,13,2014-03-23,38,130000
257,13,2010-07-24,5,80000
258,13,2014-10-28,39,80000
259,13,2015-03-31,22,10000
261,13,2016-09-07,42,20000
263,13,2014-05-18,7,80000
264,13,2011-09-12,35,90000
265,13,2014-03-19,58,610000
266,13,2014-09-13,72,280000
267,13,2012-05-02,62,30000
268,13,2010-11-15,64,190000
269,13,2011-02-24,98,140000
270,13,2019-05-05,17,310000
271,13,2011-11-24,32,140000
272,13,2015-01-02,40,0
273,13,2011-03-01,69,460000
274,13,2012-10-10,57,120000
275,13,2019-11-22,47,80000
276,13,2018-02-02,17,140000
277,13,2016-03-13,24,140000
278,13,2010-05-05,64,50000
279,13,2012-08-19,81,220000
281,13,2015-06-13,48,60000
282,13,2016-04-24,89,50000
283,13,2017-06-13,79,400000
284,13,2010-08-16,91,90000
286,13,2013-07-04,13,0
287,13,2011-04-22,57,10000
288,13,2011-06-07,69,30000
289,13,2012-12-15,18,100000
290,13,2017-08-14,66,70000
291,13,2013-09-29,31,430000
293,13,2017-10-31,18,90000
294,13,2014-04-13,30,370000
295,13,2013-06-27,93,140000
296,13,2013-02-13,69,130000
297,13,2019-10-28,29,240000
298,13,2016-12-02,2,70000
299,13,2018-04-08,43,80000
300,13,2019-03-26,7,60000
302,13,2011-11-24,25,170000
303,13,2010-08-18,25,170000
304,13,2012-06-05,83,110000
305,13,2017-12-26,15,170000
306,13,2018-07-09,33,130000
307,13,2017-02-19,80,50000
308,13,2016-11-25,71,30000
310,13,2013-01-10,37,370000
311,13,2019-11-25,69,190000
312,13,2018-09-28,67,10000
313,13,2019-09-02,23,120000
314,13,2017-06-23,74,50000
315,13,2014-02-12,59,120000
316,13,2010-09-05,85,100000
317,13,2010-10-23,73,130000
318,13,2018-01-30,74,190000
319,13,2013-03-07,15,160000
320,13,2013-04-06,27,50000
321,13,2017-12-03,23,120000
322,13,2018-09-17,41,420000
323,13,2019-09-12,89,10000
324,13,2019-07-30,29,30000
325,13,2011-10-01,100,110000
326,13,2010-09-23,41,40000
327,13,2014-06-19,11,40000
328,13,2013-08-02,63,140000
329,13,2015-02-05,47,250000
331,13,2014-08-23,30,30000
333,13,2015-01-26,14,30000
335,13,2016-03-27,89,90000
336,13,2018-07-13,98,10000
339,13,2016-12-16,41,290000
340,13,2012-01-02,34,70000
341,13,2012-08-14,30,20000
342,13,2010-08-21,29,40000
343,13,2015-10-23,63,20000
344,13,2020-01-23,100,30000
345,13,2018-01-31,80,100000
346,13,2011-04-06,11,250000
347,13,2018-09-09,61,130000
348,13,2010-09-09,58,120000
349,13,2013-07-22,19,50000
350,13,2012-10-29,91,110000
351,13,2013-02-20,36,60000
352,13,2019-08-01,6,120000
353,13,2016-12-28,3,30000
354,13,2017-04-13,41,0
355,13,2019-10-13,19,40000
356,13,2017-12-28,6,130000
357,13,2012-04-24,83,190000
358,13,2013-12-26,94,90000
359,13,2012-09-09,6,40000
360,13,2018-01-31,43,230000
362,13,2013-01-30,88,190000
363,13,2011-05-15,78,160000
364,13,2014-11-27,50,160000
365,13,2017-05-20,67,90000
366,13,2017-05-30,49,100000
367,13,2018-04-21,31,110000
368,13,2011-03-27,17,160000
369,13,2013-01-03,95,100000
370,13,2014-07-21,64,110000
371,13,2012-10-27,60,0
372,13,2018-06-06,32,40000
373,13,2018-09-07,44,50000
374,13,2011-06-02,53,0
375,13,2011-02-06,42,320000
377,13,2015-08-11,59,40000
379,13,2012-03-06,100,20000
381,13,2012-03-13,69,40000
382,13,2010-05-13,87,30000
383,13,2011-11-04,59,30000
384,13,2010-05-30,56,70000
385,13,2011-08-11,35,90000
386,13,2013-06-28,49,10000
387,13,2017-08-05,2,50000
389,13,2015-06-21,20,10000
391,13,2016-12-07,74,200000
392,13,2020-01-22,93,100000
393,13,2017-02-20,72,210000
394,13,2011-03-08,10,160000
395,13,2017-03-16,98,150000
396,13,2013-10-01,52,0
397,13,2015-11-17,26,140000
398,13,2018-11-27,69,40000
399,13,2017-03-27,46,70000
400,13,2019-08-18,87,180000
401,13,2016-01-09,88,190000
402,13,2020-01-18,88,390000
404,13,2018-08-21,47,170000
406,13,2013-08-05,18,10000
407,13,2010-09-28,49,100000
409,13,2010-11-03,13,40000
410,13,2019-07-22,57,160000
411,13,2013-10-20,51,70000
412,13,2016-02-27,32,180000
413,13,2019-08-18,32,90000
415,13,2014-03-05,55,180000
416,13,2011-07-07,40,30000
417,13,2015-01-05,33,240000
418,13,2015-02-07,6,0
419,13,2012-04-29,12,60000
420,13,2017-05-14,32,30000
421,13,2012-10-17,54,120000
422,13,2012-03-18,69,50000
423,13,2011-07-09,14,60000
424,13,2018-04-05,20,180000
425,13,2011-11-29,17,80000
426,13,2016-02-05,94,60000
427,13,2010-07-24,69,0
428,13,2014-03-18,60,60000
429,13,2011-11-28,10,180000
430,13,2018-06-28,3,220000
431,13,2019-09-07,73,10000
432,13,2011-07-19,58,60000
433,13,2016-08-15,22,90000
434,13,2018-06-19,70,50000
435,13,2012-05-11,88,10000
436,13,2014-07-11,30,50000
