Date,RentedBikeCount,Forecast,Temperature,Humidity,WindSpeed,RainfallNo0s,Season,RainfallCorrected,Weekday,HighBikeCount,RainfallTransform
2018-10-29,838,Normal,11.3,39,3.7,,Fall,0.0,Monday,True,
2018-01-10,225,Normal,-8.7,62,3.6,,Winter,0.0,Wednesday,False,
2018-05-20,347,Normal,13.5,41,1.0,,Spring,0.0,Sunday,False,
2018-11-30,213,Normal,-0.1,69,0.9,,Fall,0.0,Friday,False,
2018-10-18,2499,Silver,15.7,45,2.5,,Fall,0.0,Thursday,True,
2017-12-25,181,Normal,-3.0999999999999996,49,1.7,,Winter,0.0,Monday,False,
2017-12-05,82,Normal,-8.4,33,2.6,,Winter,0.0,Tuesday,False,
2017-12-23,230,Normal,4.4,77,1.6,,Winter,0.0,Saturday,False,
2018-06-08,255,Normal,18.5,82,2.0,,Summer,0.0,Friday,False,
2018-04-07,426,Normal,3.4,37,3.6,,Spring,0.0,Saturday,False,
2018-06-06,1268,Silver,21.2,60,0.9,,Summer,0.0,Wednesday,True,
2017-12-30,127,Normal,-2.0999999999999996,83,0.8,,Winter,0.0,Saturday,False,
2018-06-26,53,Normal,20.8,94,1.0,3.5,Summer,3.5,Tuesday,False,1.252762968495368
2017-12-12,54,Normal,-12.6,50,2.2,,Winter,0.0,Tuesday,False,
2018-08-31,436,Normal,22.9,83,0.0,,Summer,0.0,Friday,False,
2018-11-17,1037,Normal,10.9,32,2.1,,Fall,0.0,Saturday,True,
2018-09-07,345,Normal,21.6,77,2.6,,Fall,0.0,Friday,False,
2018-04-19,677,Normal,12.9,51,1.7,,Spring,0.0,Thursday,True,
2018-01-13,43,Normal,-7.5,68,0.6,,Winter,0.0,Saturday,False,
2018-11-14,963,Silver,14.2,45,0.9,,Fall,0.0,Wednesday,True,
2018-07-09,95,Normal,20.3,96,1.0,1.5,Summer,1.5,Monday,False,0.4054651081081644
2018-05-05,1929,Silver,22.5,31,3.4,,Spring,0.0,Saturday,True,
2018-03-02,414,Normal,10.5,38,0.9,,Spring,0.0,Friday,False,
2018-10-27,197,Normal,7.4,66,2.3,,Fall,0.0,Saturday,False,
2018-06-06,1152,Silver,25.8,52,2.1,,Summer,0.0,Wednesday,True,
2018-03-14,226,Normal,23.8,70,1.3,,Spring,0.0,Wednesday,False,
2018-02-14,447,Normal,7.0,36,3.5,,Winter,0.0,Wednesday,False,
2018-11-10,309,Normal,9.5,86,0.6,,Fall,0.0,Saturday,False,
2018-06-01,1421,Normal,18.1,64,0.6,,Summer,0.0,Friday,True,
2018-11-07,740,Normal,11.2,86,1.0,0.5,Fall,0.5,Wednesday,True,-0.6931471805599453
2018-07-10,1142,Silver,25.5,77,0.8,,Summer,0.0,Tuesday,True,
2018-03-28,614,Normal,13.5,74,1.2,,Spring,0.0,Wednesday,True,
2017-12-16,228,Normal,-5.1,73,2.1,,Winter,0.0,Saturday,False,
2018-09-07,1796,Silver,19.8,51,1.2,,Fall,0.0,Friday,True,
2018-04-29,183,Normal,10.3,63,0.7,,Spring,0.0,Sunday,False,
2018-11-08,56,Normal,11.4,96,2.0,9.5,Fall,9.5,Thursday,False,2.2512917986064953
2018-01-09,190,Normal,-5.8,57,3.0,,Winter,0.0,Tuesday,False,
2018-04-24,77,Normal,9.4,93,1.3,,Spring,0.0,Tuesday,False,
2018-11-15,313,Normal,7.1,68,0.6,,Fall,0.0,Thursday,False,
2018-08-26,381,Normal,20.7,85,0.5,,Summer,0.0,Sunday,False,
2018-10-14,1948,Silver,20.1,32,2.4,,Fall,0.0,Sunday,True,
2018-09-12,1494,Silver,27.8,42,1.7,,Fall,0.0,Wednesday,True,
2018-04-06,54,Normal,6.3,97,1.7,0.5,Spring,0.5,Friday,False,-0.6931471805599453
2018-02-02,310,Normal,2.5999999999999996,26,2.4,,Winter,0.0,Friday,False,
2018-06-21,3418,Gold,27.8,43,3.0,,Summer,0.0,Thursday,True,
2018-03-01,311,Normal,10.5,46,4.7,,Spring,0.0,Thursday,False,
2018-09-14,1456,Silver,20.5,76,1.3,,Fall,0.0,Friday,True,
2018-11-25,616,Silver,6.3,73,1.1,,Fall,0.0,Sunday,True,
2018-10-31,996,Normal,5.1,56,1.8,,Fall,0.0,Wednesday,True,
2018-04-28,376,Normal,10.8,78,0.5,,Spring,0.0,Saturday,False,
2018-03-28,1353,Silver,10.3,77,0.7,,Spring,0.0,Wednesday,True,
2018-11-28,1099,Normal,7.6,23,2.9,,Fall,0.0,Wednesday,True,
2018-08-18,769,Normal,27.0,37,1.2,,Summer,0.0,Saturday,True,
2018-05-06,1450,Normal,16.8,79,0.6,,Spring,0.0,Sunday,True,
2018-03-18,152,Normal,5.5,58,1.0,,Spring,0.0,Sunday,False,
2018-06-12,1657,Silver,19.5,72,0.6,,Summer,0.0,Tuesday,True,
2018-09-19,0,Normal,19.0,76,0.3,,Fall,0.0,Wednesday,False,
2018-03-06,833,Normal,17.1,30,2.7,,Spring,0.0,Tuesday,True,
2018-09-23,1136,Normal,24.2,40,1.2,,Fall,0.0,Sunday,True,
2018-09-14,249,Normal,20.7,77,0.9,,Fall,0.0,Friday,False,
2018-07-31,1665,Silver,29.3,51,0.9,,Summer,0.0,Tuesday,True,
2018-01-05,118,Normal,-6.3,52,1.6,,Winter,0.0,Friday,False,
2017-12-28,311,Normal,-0.1999999999999993,55,1.8,,Winter,0.0,Thursday,False,
2018-08-12,1208,Silver,29.4,86,1.1,4.0,Summer,4.0,Sunday,True,1.3862943611198906
2018-03-26,540,Normal,7.6,82,0.7,,Spring,0.0,Monday,True,
2017-12-08,350,Normal,-2.3000000000000007,27,3.1,,Winter,0.0,Friday,False,
2018-06-28,1391,Silver,22.7,81,0.4,,Summer,0.0,Thursday,True,
2017-12-09,275,Normal,0.5,48,0.4,,Winter,0.0,Saturday,False,
2018-10-11,197,Normal,6.6,73,1.1,,Fall,0.0,Thursday,False,
2018-06-20,3384,Gold,27.0,55,3.1,,Summer,0.0,Wednesday,True,
2018-04-14,445,Normal,8.9,87,1.8,,Spring,0.0,Saturday,False,
2018-05-29,1427,Normal,19.9,63,1.1,,Spring,0.0,Tuesday,True,
2018-01-26,305,Normal,-13.7,33,2.5,,Winter,0.0,Friday,False,
2018-08-12,704,Normal,34.0,47,1.4,,Summer,0.0,Sunday,True,
2018-03-14,786,Normal,24.1,69,1.1,,Spring,0.0,Wednesday,True,
2018-05-09,203,Normal,9.5,65,0.9,,Spring,0.0,Wednesday,False,
2018-10-02,0,Normal,19.4,41,3.1,,Fall,0.0,Tuesday,False,
2017-12-02,489,Normal,4.5,53,1.5,,Winter,0.0,Saturday,False,
2018-10-22,1244,Silver,8.9,67,0.8,,Fall,0.0,Monday,True,
2018-01-17,313,Normal,1.8000000000000007,74,0.5,,Winter,0.0,Wednesday,False,
2018-11-17,129,Normal,1.1,75,0.6,,Fall,0.0,Saturday,False,
2018-07-27,1657,Silver,32.0,68,3.0,,Summer,0.0,Friday,True,
2018-01-31,171,Normal,-1.8000000000000007,39,2.6,,Winter,0.0,Wednesday,False,
2018-08-18,262,Normal,22.0,58,1.0,,Summer,0.0,Saturday,False,
2018-08-26,657,Normal,27.8,54,3.5,,Summer,0.0,Sunday,True,
2018-01-04,281,Normal,-2.1999999999999993,31,0.8,,Winter,0.0,Thursday,False,
2018-11-11,518,Normal,8.8,89,0.7,,Fall,0.0,Sunday,True,
2018-07-02,28,Normal,20.7,97,0.3,0.5,Summer,0.5,Monday,False,-0.6931471805599453
2018-01-26,96,Normal,-17.5,33,3.4,,Winter,0.0,Friday,False,
2018-02-06,217,Normal,-13.3,39,3.7,,Winter,0.0,Tuesday,False,
2018-04-15,467,Normal,8.6,69,2.2,,Spring,0.0,Sunday,False,
2018-07-10,373,Normal,24.9,87,0.5,,Summer,0.0,Tuesday,False,
2018-11-25,700,Normal,6.9,59,0.9,,Fall,0.0,Sunday,True,
2018-08-16,263,Normal,28.0,66,0.5,,Summer,0.0,Thursday,False,
2018-06-03,423,Normal,18.0,54,0.7,,Summer,0.0,Sunday,False,
2018-09-11,2455,Gold,23.7,49,1.8,,Fall,0.0,Tuesday,True,
2018-05-19,1290,Normal,19.0,44,1.4,,Spring,0.0,Saturday,True,
2018-04-19,2198,Silver,19.1,31,3.0,,Spring,0.0,Thursday,True,
2018-11-18,1026,Silver,9.4,39,1.8,,Fall,0.0,Sunday,True,
2018-11-08,19,Normal,12.8,97,0.9,,Fall,0.0,Thursday,False,
2018-08-23,944,Normal,31.7,56,1.9,,Summer,0.0,Thursday,True,
2018-11-05,1215,Normal,11.6,81,1.2,,Fall,0.0,Monday,True,
2018-01-24,121,Normal,-13.2,26,4.0,,Winter,0.0,Wednesday,False,
2018-01-28,81,Normal,-9.7,42,2.1,,Winter,0.0,Sunday,False,
2018-02-28,816,Normal,15.7,57,2.5,,Winter,0.0,Wednesday,True,
2018-01-31,60,Normal,-2.5999999999999996,80,1.4,,Winter,0.0,Wednesday,False,
2018-10-28,651,Normal,8.9,85,1.8,,Fall,0.0,Sunday,True,
2018-10-14,584,Normal,9.5,65,0.9,,Fall,0.0,Sunday,True,
2018-01-15,74,Normal,2.5999999999999996,65,0.9,,Winter,0.0,Monday,False,
2018-01-06,222,Normal,-5.8,54,1.2,,Winter,0.0,Saturday,False,
2018-07-08,1053,Normal,23.8,47,2.1,,Summer,0.0,Sunday,True,
2018-05-29,285,Normal,20.0,58,1.8,,Spring,0.0,Tuesday,False,
2018-08-26,243,Normal,20.4,88,0.6,,Summer,0.0,Sunday,False,
2018-11-17,530,Normal,0.7,72,1.0,,Fall,0.0,Saturday,True,
2018-11-21,867,Normal,6.4,53,0.7,,Fall,0.0,Wednesday,True,
2018-08-14,2305,Silver,33.7,53,2.4,,Summer,0.0,Tuesday,True,
2018-08-08,1822,Silver,31.0,66,2.9,,Summer,0.0,Wednesday,True,
2017-12-12,258,Normal,-6.4,32,2.0,,Winter,0.0,Tuesday,False,
2018-07-14,2023,Silver,29.2,63,1.7,,Summer,0.0,Saturday,True,
2018-09-24,296,Normal,15.4,52,2.2,,Fall,0.0,Monday,False,
2018-03-03,329,Normal,12.2,30,1.5,,Spring,0.0,Saturday,False,
2018-03-23,283,Normal,2.5,75,1.5,,Spring,0.0,Friday,False,
2018-11-14,1137,Normal,15.2,40,2.7,,Fall,0.0,Wednesday,True,
2018-05-31,844,Normal,15.8,82,1.6,,Spring,0.0,Thursday,True,
2017-12-22,323,Normal,4.9,67,1.3,,Winter,0.0,Friday,False,
2018-04-08,405,Normal,5.1,46,2.7,,Spring,0.0,Sunday,False,
2018-07-07,1416,Silver,21.7,51,1.7,,Summer,0.0,Saturday,True,
2018-11-26,718,Normal,11.7,50,1.4,,Fall,0.0,Monday,True,
2018-06-09,1058,Normal,25.7,47,1.8,,Summer,0.0,Saturday,True,
2018-07-10,1061,Normal,22.3,86,1.0,,Summer,0.0,Tuesday,True,
2018-09-28,0,Normal,15.2,58,1.7,,Fall,0.0,Friday,False,
2018-02-26,65,Normal,7.5,73,0.8,,Winter,0.0,Monday,False,
2018-05-11,1177,Silver,20.8,45,2.8,,Spring,0.0,Friday,True,
2018-01-16,58,Normal,0.09999999999999964,64,0.5,,Winter,0.0,Tuesday,False,
2018-11-11,370,Normal,7.9,85,1.1,,Fall,0.0,Sunday,False,
2018-09-03,673,Normal,23.9,83,1.1,,Fall,0.0,Monday,True,
2018-11-23,109,Normal,-2.0,42,0.7,,Fall,0.0,Friday,False,
2017-12-11,371,Normal,-9.6,45,3.9,,Winter,0.0,Monday,False,
2018-09-29,2432,Gold,26.3,31,1.0,,Fall,0.0,Saturday,True,
2018-08-05,309,Normal,27.5,95,0.7,1.6,Summer,1.6,Sunday,False,0.47000362924573563
2018-11-16,1126,Normal,11.8,66,3.0,,Fall,0.0,Friday,True,
2017-12-23,405,Normal,7.600000000000001,63,1.6,,Winter,0.0,Saturday,False,
2018-07-31,626,Normal,35.2,39,1.2,,Summer,0.0,Tuesday,True,
2018-08-10,708,Normal,26.9,84,0.2,,Summer,0.0,Friday,True,
2018-08-10,658,Normal,35.1,44,1.6,,Summer,0.0,Friday,True,
2018-09-11,1222,Silver,26.0,40,1.9,,Fall,0.0,Tuesday,True,
2018-01-25,130,Normal,-10.7,28,3.7,,Winter,0.0,Thursday,False,
2018-11-16,699,Normal,9.4,55,0.1,,Fall,0.0,Friday,True,
2018-04-11,0,Normal,10.2,83,3.5,,Spring,0.0,Wednesday,False,
2018-07-03,1783,Silver,32.4,50,2.2,,Summer,0.0,Tuesday,True,
2018-04-01,1296,Silver,17.7,75,2.1,,Spring,0.0,Sunday,True,
2018-01-22,221,Normal,0.09999999999999964,31,0.7,,Winter,0.0,Monday,False,
2017-12-15,69,Normal,-8.1,59,0.8,,Winter,0.0,Friday,False,
2018-03-20,235,Normal,3.9,43,3.4,,Spring,0.0,Tuesday,False,
2018-08-20,1971,Silver,29.3,63,3.1,,Summer,0.0,Monday,True,
2018-04-11,0,Normal,9.7,45,2.0,,Spring,0.0,Wednesday,False,
2018-07-06,1346,Silver,26.9,51,2.0,,Summer,0.0,Friday,True,
2018-04-08,170,Normal,2.8,88,2.1,,Spring,0.0,Sunday,False,
2018-09-26,1249,Silver,18.1,43,1.7,,Fall,0.0,Wednesday,True,
2017-12-01,204,Normal,-6.5,38,0.8,,Winter,0.0,Friday,False,
2018-10-16,950,Normal,12.9,78,0.6,,Fall,0.0,Tuesday,True,
2018-03-09,88,Normal,12.5,76,0.7,,Spring,0.0,Friday,False,
2018-09-23,334,Normal,15.8,70,0.8,,Fall,0.0,Sunday,False,
2017-12-15,682,Normal,-0.9000000000000004,43,0.9,,Winter,0.0,Friday,True,
2018-10-03,1995,Silver,23.4,35,1.6,,Fall,0.0,Wednesday,True,
2018-03-19,393,Normal,10.2,65,3.3,,Spring,0.0,Monday,False,
2018-02-19,349,Normal,9.1,45,0.9,,Winter,0.0,Monday,False,
2018-01-25,178,Normal,-13.7,33,3.7,,Winter,0.0,Thursday,False,
2018-11-30,300,Normal,0.6,66,0.5,,Fall,0.0,Friday,False,
2018-07-24,1968,Silver,33.1,57,2.2,,Summer,0.0,Tuesday,True,
2018-07-26,614,Normal,30.2,67,1.5,,Summer,0.0,Thursday,True,
2018-02-23,42,Normal,11.7,86,2.7,0.4,Winter,0.4,Friday,False,-0.916290731874155
2018-02-24,72,Normal,11.2,83,2.5,,Winter,0.0,Saturday,False,
2018-09-30,0,Normal,21.1,42,4.6,,Fall,0.0,Sunday,False,
2018-11-06,0,Normal,12.2,74,1.1,,Fall,0.0,Tuesday,False,
2018-03-19,387,Normal,10.1,61,3.7,,Spring,0.0,Monday,False,
2018-02-19,417,Normal,12.4,60,1.9,,Winter,0.0,Monday,False,
2018-09-16,725,Normal,22.3,84,1.9,,Fall,0.0,Sunday,True,
2017-12-29,504,Normal,4.4,56,2.2,,Winter,0.0,Friday,True,
2018-11-10,628,Silver,10.1,77,0.0,,Fall,0.0,Saturday,True,
2018-02-21,50,Normal,6.2,32,1.1,,Winter,0.0,Wednesday,False,
2018-01-13,277,Normal,-2.4000000000000004,68,1.0,,Winter,0.0,Saturday,False,
2018-05-05,877,Normal,18.1,46,2.9,,Spring,0.0,Saturday,True,
2018-05-08,1976,Silver,16.9,54,1.7,,Spring,0.0,Tuesday,True,
2018-05-25,188,Normal,14.8,71,0.4,,Spring,0.0,Friday,False,
2018-07-16,1935,Silver,26.4,69,0.5,,Summer,0.0,Monday,True,
2018-08-22,727,Silver,35.3,41,2.1,,Summer,0.0,Wednesday,True,
2018-04-12,686,Normal,13.8,39,2.3,,Spring,0.0,Thursday,True,
2018-07-08,787,Silver,20.8,51,1.5,,Summer,0.0,Sunday,True,
2018-04-04,1041,Silver,10.9,58,1.5,,Spring,0.0,Wednesday,True,
2018-07-11,303,Normal,24.6,97,0.3,0.5,Summer,0.5,Wednesday,False,-0.6931471805599453
2018-09-03,39,Normal,25.5,91,1.3,3.5,Fall,3.5,Monday,False,1.252762968495368
2018-01-04,306,Normal,-4.6,46,1.3,,Winter,0.0,Thursday,False,
2018-03-25,90,Normal,5.3,82,1.0,,Spring,0.0,Sunday,False,
2018-01-16,207,Normal,0.1999999999999993,64,0.7,,Winter,0.0,Tuesday,False,
2018-07-22,1212,Normal,36.3,35,3.0,,Summer,0.0,Sunday,True,
2018-05-11,1156,Silver,12.4,82,1.0,,Spring,0.0,Friday,True,
2018-03-03,605,Normal,20.7,16,1.7,,Spring,0.0,Saturday,True,
2018-10-20,1270,Silver,13.7,51,1.0,,Fall,0.0,Saturday,True,
2017-12-25,107,Normal,-5.6,40,3.5,,Winter,0.0,Monday,False,
2018-11-26,752,Normal,9.1,57,1.1,,Fall,0.0,Monday,True,
2018-08-25,1797,Silver,26.9,60,2.8,,Summer,0.0,Saturday,True,
2018-06-17,755,Silver,20.5,76,1.1,,Summer,0.0,Sunday,True,
2018-02-17,35,Normal,3.2,32,1.6,,Winter,0.0,Saturday,False,
2018-01-18,318,Normal,-0.3000000000000007,45,2.0,,Winter,0.0,Thursday,False,
2018-09-01,992,Normal,25.1,53,2.0,,Fall,0.0,Saturday,True,
2018-02-10,145,Normal,1.0,71,1.2,,Winter,0.0,Saturday,False,
2018-02-06,171,Normal,-6.9,25,3.1,,Winter,0.0,Tuesday,False,
2018-06-30,778,Normal,24.2,88,0.8,,Summer,0.0,Saturday,True,
2018-03-21,209,Normal,1.4,42,1.7,,Spring,0.0,Wednesday,False,
2018-07-09,186,Normal,20.6,82,1.0,0.3,Summer,0.3,Monday,False,-1.2039728043259361
2018-04-05,220,Normal,9.0,63,2.1,,Spring,0.0,Thursday,False,
2018-04-19,153,Normal,7.9,59,1.4,,Spring,0.0,Thursday,False,
2018-08-29,648,Normal,27.4,72,4.2,,Summer,0.0,Wednesday,True,
2018-10-12,1347,Silver,10.5,62,1.2,,Fall,0.0,Friday,True,
2018-07-27,714,Normal,33.7,53,1.9,,Summer,0.0,Friday,True,
2018-09-13,1119,Silver,24.3,59,1.5,,Fall,0.0,Thursday,True,
2018-01-14,48,Normal,-5.0,79,1.2,,Winter,0.0,Sunday,False,
2017-12-18,160,Normal,0.5,82,2.4,,Winter,0.0,Monday,False,
2018-11-02,153,Normal,4.8,75,0.7,,Fall,0.0,Friday,False,
2018-11-15,2034,Silver,12.1,46,1.4,,Fall,0.0,Thursday,True,
2018-11-07,1171,Silver,11.3,89,1.1,,Fall,0.0,Wednesday,True,
2018-02-01,81,Normal,-7.2,57,1.6,,Winter,0.0,Thursday,False,
2018-08-21,681,Normal,24.7,85,2.3,,Summer,0.0,Tuesday,True,
2018-04-16,1452,Silver,18.5,24,3.0,,Spring,0.0,Monday,True,
2018-07-19,329,Normal,23.6,88,0.2,,Summer,0.0,Thursday,False,
2018-09-05,2024,Silver,23.9,75,2.3,,Fall,0.0,Wednesday,True,
2018-07-17,763,Normal,31.1,53,3.2,,Summer,0.0,Tuesday,True,
2018-01-03,110,Normal,-6.5,43,2.0,,Winter,0.0,Wednesday,False,
2017-12-02,606,Normal,5.0,36,1.8,,Winter,0.0,Saturday,True,
2018-06-22,2251,Silver,24.2,32,1.5,,Summer,0.0,Friday,True,
2018-07-16,2362,Gold,29.3,58,2.4,,Summer,0.0,Monday,True,
2018-07-28,313,Normal,28.0,85,0.8,,Summer,0.0,Saturday,False,
2018-09-14,1347,Silver,26.6,55,1.8,,Fall,0.0,Friday,True,
2018-10-04,0,Normal,21.3,53,1.8,,Fall,0.0,Thursday,False,
2018-11-10,847,Normal,10.8,78,1.0,,Fall,0.0,Saturday,True,
2018-07-20,1869,Silver,29.8,59,1.4,,Summer,0.0,Friday,True,
2018-05-15,1951,Silver,28.5,43,1.7,,Spring,0.0,Tuesday,True,
2018-01-06,207,Normal,-2.1999999999999993,37,1.2,,Winter,0.0,Saturday,False,
2018-04-22,424,Normal,17.4,54,0.9,,Spring,0.0,Sunday,False,
2018-01-18,416,Normal,1.8000000000000007,46,2.1,,Winter,0.0,Thursday,False,
2018-03-26,65,Normal,5.5,96,2.0,,Spring,0.0,Monday,False,
2018-04-10,123,Normal,7.1,53,0.8,,Spring,0.0,Tuesday,False,
2018-04-18,761,Normal,13.7,26,2.3,,Spring,0.0,Wednesday,True,
2018-10-19,2631,Gold,16.6,40,2.4,,Fall,0.0,Friday,True,
2018-11-25,370,Normal,2.7,86,1.0,,Fall,0.0,Sunday,False,
2017-12-31,110,Normal,-1.5,73,1.7,,Winter,0.0,Sunday,False,
2018-06-19,3556,Gold,24.1,57,2.9,,Summer,0.0,Tuesday,True,
2018-01-12,210,Normal,-8.9,31,1.4,,Winter,0.0,Friday,False,
2018-01-31,403,Normal,-2.8000000000000007,35,2.1,,Winter,0.0,Wednesday,False,
2018-04-26,1447,Silver,13.4,60,2.2,,Spring,0.0,Thursday,True,
2018-10-28,624,Normal,8.2,82,2.8,,Fall,0.0,Sunday,True,
2018-05-10,0,Normal,12.9,74,1.7,,Spring,0.0,Thursday,False,
2018-01-09,80,Normal,-5.9,80,0.7,,Winter,0.0,Tuesday,False,
2018-01-13,251,Normal,-2.5,62,0.9,,Winter,0.0,Saturday,False,
2018-09-02,940,Normal,26.5,44,1.4,,Fall,0.0,Sunday,True,
2017-12-20,239,Normal,-7.7,62,1.1,,Winter,0.0,Wednesday,False,
2018-06-05,1120,Silver,28.9,34,2.7,,Summer,0.0,Tuesday,True,
2018-04-07,453,Normal,4.3,31,4.9,,Spring,0.0,Saturday,False,
2018-08-26,1399,Silver,23.5,58,1.2,,Summer,0.0,Sunday,True,
2018-04-10,981,Silver,7.2,50,1.1,,Spring,0.0,Tuesday,True,
2018-10-17,239,Normal,10.2,80,0.3,,Fall,0.0,Wednesday,False,
2018-06-29,2103,Silver,24.2,80,1.3,,Summer,0.0,Friday,True,
2018-04-13,1311,Silver,16.4,24,2.9,,Spring,0.0,Friday,True,
2018-01-10,196,Normal,-6.4,30,3.9,,Winter,0.0,Wednesday,False,
2018-08-23,267,Normal,26.1,84,1.9,0.5,Summer,0.5,Thursday,False,-0.6931471805599453
2018-11-25,522,Normal,6.0,66,0.9,,Fall,0.0,Sunday,True,
2018-11-03,0,Normal,14.5,42,1.6,,Fall,0.0,Saturday,False,
2018-04-08,59,Normal,1.3,51,1.6,,Spring,0.0,Sunday,False,
2018-05-24,1226,Normal,17.6,30,1.1,,Spring,0.0,Thursday,True,
2018-07-05,890,Normal,26.3,71,1.1,,Summer,0.0,Thursday,True,
2018-09-05,376,Normal,20.2,77,0.4,,Fall,0.0,Wednesday,False,
2018-07-18,1944,Silver,25.8,71,0.4,,Summer,0.0,Wednesday,True,
2018-08-14,615,Normal,31.7,57,1.3,,Summer,0.0,Tuesday,True,
2018-10-14,775,Normal,10.1,60,0.8,,Fall,0.0,Sunday,True,
2018-01-31,96,Normal,-2.5999999999999996,81,1.1,,Winter,0.0,Wednesday,False,
2018-01-13,145,Normal,-7.4,40,0.9,,Winter,0.0,Saturday,False,
2018-04-05,77,Normal,7.2,96,1.0,,Spring,0.0,Thursday,False,
2018-08-18,1806,Silver,29.9,39,2.9,,Summer,0.0,Saturday,True,
2018-10-14,847,Silver,13.3,47,0.5,,Fall,0.0,Sunday,True,
2018-05-25,1740,Silver,19.1,50,1.4,,Spring,0.0,Friday,True,
2018-05-05,1562,Silver,19.7,53,2.0,,Spring,0.0,Saturday,True,
2018-01-31,156,Normal,-1.6999999999999993,33,2.7,,Winter,0.0,Wednesday,False,
2018-09-29,1781,Silver,20.1,54,1.2,,Fall,0.0,Saturday,True,
2018-04-14,706,Normal,9.6,79,1.8,,Spring,0.0,Saturday,True,
2018-03-02,463,Normal,14.3,22,1.3,,Spring,0.0,Friday,False,
2017-12-12,248,Normal,-7.0,29,2.8,,Winter,0.0,Tuesday,False,
2018-09-29,208,Normal,15.0,77,0.5,,Fall,0.0,Saturday,False,
2018-02-20,514,Normal,13.9,19,3.6,,Winter,0.0,Tuesday,True,
2018-06-15,2328,Gold,18.7,71,1.1,,Summer,0.0,Friday,True,
2018-06-10,942,Normal,20.2,62,1.8,,Summer,0.0,Sunday,True,
2018-03-11,45,Normal,13.9,85,1.6,,Spring,0.0,Sunday,False,
2018-11-21,129,Normal,6.9,87,0.7,,Fall,0.0,Wednesday,False,
2018-05-13,579,Normal,14.8,95,1.0,,Spring,0.0,Sunday,True,
2018-10-03,1594,Normal,17.6,59,1.6,,Fall,0.0,Wednesday,True,
2018-07-13,2114,Silver,25.5,80,1.8,,Summer,0.0,Friday,True,
2018-05-06,1482,Normal,19.5,66,1.7,,Spring,0.0,Sunday,True,
2018-03-02,156,Normal,5.7,53,2.6,,Spring,0.0,Friday,False,
2018-09-03,524,Normal,24.5,68,0.5,,Fall,0.0,Monday,True,
2018-07-20,741,Normal,33.4,52,2.7,,Summer,0.0,Friday,True,
2018-08-28,200,Normal,22.6,95,0.4,,Summer,0.0,Tuesday,False,
2018-11-17,685,Normal,5.0,42,1.5,,Fall,0.0,Saturday,True,
2018-09-25,1418,Normal,17.7,52,1.0,,Fall,0.0,Tuesday,True,
2018-03-15,39,Normal,24.1,97,1.1,,Spring,0.0,Thursday,False,
2018-04-01,1201,Silver,17.5,67,2.1,,Spring,0.0,Sunday,True,
2018-08-04,1387,Silver,30.2,66,2.8,,Summer,0.0,Saturday,True,
2018-07-03,2264,Silver,27.8,72,0.6,,Summer,0.0,Tuesday,True,
2018-05-29,466,Normal,20.2,56,2.3,,Spring,0.0,Tuesday,False,
2018-05-04,1389,Silver,14.1,46,3.4,,Spring,0.0,Friday,True,
2018-10-20,1585,Silver,19.4,26,1.1,,Fall,0.0,Saturday,True,
2018-10-15,638,Normal,12.6,78,1.3,,Fall,0.0,Monday,True,
2018-11-13,1188,Silver,14.2,37,2.0,,Fall,0.0,Tuesday,True,
2018-05-15,832,Normal,22.7,37,0.9,,Spring,0.0,Tuesday,True,
2018-04-25,906,Normal,14.0,45,0.6,,Spring,0.0,Wednesday,True,
2018-05-30,3251,Gold,23.6,42,2.1,,Spring,0.0,Wednesday,True,
2018-02-28,11,Normal,13.6,90,2.1,9.5,Winter,9.5,Wednesday,False,2.2512917986064953
2018-04-29,554,Normal,11.2,57,1.6,,Spring,0.0,Sunday,True,
2018-02-28,8,Normal,13.8,90,2.7,,Winter,0.0,Wednesday,False,
2018-10-21,342,Normal,9.2,68,0.4,,Fall,0.0,Sunday,False,
2018-08-24,415,Normal,26.2,76,2.6,,Summer,0.0,Friday,False,
2018-05-16,243,Normal,22.7,93,4.8,,Spring,0.0,Wednesday,False,
2018-01-10,158,Normal,-9.0,70,1.8,,Winter,0.0,Wednesday,False,
2018-06-15,1170,Silver,20.1,65,1.4,,Summer,0.0,Friday,True,
2017-12-19,225,Normal,-5.9,55,2.0,,Winter,0.0,Tuesday,False,
2018-11-12,1472,Silver,11.8,43,1.8,,Fall,0.0,Monday,True,
2018-08-26,782,Silver,24.3,64,1.8,,Summer,0.0,Sunday,True,
2018-04-19,42,Normal,9.3,45,0.8,,Spring,0.0,Thursday,False,
2018-10-03,440,Normal,11.2,85,0.3,,Fall,0.0,Wednesday,False,
2018-08-08,629,Normal,34.1,46,1.6,,Summer,0.0,Wednesday,True,
2018-01-24,124,Normal,-12.2,30,4.7,,Winter,0.0,Wednesday,False,
2018-09-08,1273,Silver,25.2,36,2.4,,Fall,0.0,Saturday,True,
2018-11-22,692,Normal,6.7,27,3.1,,Fall,0.0,Thursday,True,
2018-07-26,920,Normal,33.5,57,2.8,,Summer,0.0,Thursday,True,
2017-12-30,66,Normal,0.9000000000000004,90,0.9,,Winter,0.0,Saturday,False,
2018-06-22,602,Normal,19.8,80,1.5,,Summer,0.0,Friday,True,
2018-01-02,655,Silver,-4.4,71,0.8,,Winter,0.0,Tuesday,True,
2017-12-25,100,Normal,-3.3,52,3.4,,Winter,0.0,Monday,False,
