product,country,date,sales,expenses
e,US,2020-12-31,924.0400882606705,731.7793320675712
a,US,2020-10-06,925.2593243004379,757.1405866315083
g,Canada,2020-07-09,932.3767458716393,724.8013301403017
e,Canada,2020-08-29,921.3776111680759,732.8161206785394
h,japan,2020-03-05,929.0239252988316,738.9608467341918
e,US,2020-01-28,924.1382876822643,729.9316329298587
d,japan,2020-09-07,925.6331188953446,748.5055346953761
e,japan,2020-04-23,936.926210867681,703.9989440468584
c,Germany,2020-01-04,938.5541874407731,700.5303293158807
i,Canada,2020-12-14,919.9615165780583,717.0789023983601
a,japan,2020-07-19,947.2670649810785,724.5036640078768
h,Canada,2020-04-08,906.1815574836355,739.203349082678
c,Germany,2020-06-30,901.2323816632742,750.7507099432836
c,japan,2020-05-27,935.6490736615729,702.0131817399234
e,japan,2020-06-29,950.7385471482136,702.9471007347429
b,Canada,2020-09-19,943.2891206111659,704.6417986385898
b,japan,2020-05-08,916.1769173507837,738.0734021663645
e,US,2020-06-25,943.2077549964605,744.1430211136089
c,Germany,2020-08-23,901.9869780159755,724.624935371252
f,Canada,2020-06-09,921.1604455335847,717.5466897601602
d,Canada,2020-08-04,942.9818175546636,718.1221914441722
g,Germany,2020-11-30,931.2721380352694,683.0425969233107
f,Germany,2020-05-29,930.4494249003407,765.4084261022226
e,japan,2020-04-16,928.2445265957061,678.3709636019561
e,Germany,2020-03-29,901.2308700404616,735.5792840702368
c,US,2020-07-04,901.6466605664297,722.8998839095991
f,Germany,2020-11-11,952.8631043840493,736.2327937591219
g,Canada,2020-08-02,905.5429643911814,707.1124616804789
c,US,2020-11-27,924.2998727039585,722.2625949832751
a,japan,2020-10-09,923.095969391855,684.1812471956044
i,Canada,2020-03-03,938.9963209346396,717.5802609266584
f,US,2020-10-06,897.4045610697355,689.3247707675739
i,Germany,2020-07-31,930.506847680187,716.2342501283052
g,US,2020-07-04,906.2385146716391,735.6657314232028
e,Canada,2020-04-13,941.3727629221811,717.8349273028554
g,Canada,2020-02-06,961.3243946173611,703.5940640523975
e,Canada,2020-11-15,949.7146053581959,717.0123749407829
f,Germany,2020-02-17,914.9316970945939,692.026409732423
f,Germany,2020-10-14,904.5761878357786,706.5840617681564
f,japan,2020-07-18,885.3829685738575,744.252907989704
c,Canada,2020-03-17,920.0636463218457,740.2006995629953
c,Germany,2020-10-03,934.4844864549748,727.5813983260857
g,US,2020-03-17,920.1673279788765,711.6310153640561
a,Germany,2020-09-16,925.5581914001036,746.1991432178983
e,Germany,2020-07-28,920.0250847660831,701.485549344553
c,Canada,2020-10-06,918.3235759015995,739.8249603204428
f,Canada,2020-02-10,903.4586647502014,722.9247454660342
b,US,2020-04-30,919.4765293719443,769.9408742463241
c,japan,2020-05-10,906.0682310615979,718.1901895350155
i,japan,2020-09-24,929.9525179627775,670.0998435739165
g,Germany,2020-09-10,925.2001806386844,706.0766178677098
g,Germany,2020-07-31,943.2063752731266,703.6609895401685
f,Germany,2020-08-01,939.3577968187855,675.8441762041311
a,Canada,2020-04-27,931.598608250267,710.9600958559129
d,US,2020-04-27,920.7265068825152,768.0734856790435
f,Germany,2020-11-30,924.1639604561028,748.5470444400665
c,Canada,2020-05-27,917.8606301448407,734.3596670419596
e,japan,2020-01-29,917.9439273459178,730.4927671532471
c,Canada,2020-04-25,911.4350998404251,734.8235201379166
c,Germany,2020-11-19,909.3276932182088,709.4549765774575
j,japan,2020-01-08,917.0848944679132,740.1932863590403
g,Germany,2020-06-13,931.6856264830726,686.6813755355357
i,US,2020-04-20,903.9183430591834,729.4478883302603
i,japan,2020-03-21,931.42344834674,729.6686613703954
j,Canada,2020-07-26,949.4684630426623,702.2791935260921
g,US,2020-12-18,910.2988744802507,749.5303882035277
j,US,2020-09-01,938.0505540141947,680.4051561022527
h,Canada,2020-12-21,903.3549129999018,703.6378812287795
i,Canada,2020-08-26,894.6824859739455,731.5190455349971
a,Canada,2020-05-21,921.0998937561245,715.8599009375122
j,japan,2020-12-17,907.3228038844014,746.8455556330123
b,japan,2020-04-29,918.1393786949117,716.8296319829719
b,japan,2020-02-28,935.8433861131057,721.4889331815017
e,Canada,2020-04-02,941.5247809388115,775.9719510246333
g,japan,2020-02-27,908.5734040422169,708.8576201966501
g,Canada,2020-08-07,933.5784579297988,709.5330224535214
f,Canada,2020-01-04,910.1920951107016,701.6906215102982
a,Canada,2020-06-11,899.7722977914527,737.9840517792288
h,Canada,2020-12-09,925.803416626925,699.76281803050006
c,US,2020-08-30,923.2117308763095,682.8506913129934
i,Canada,2020-04-02,884.6965168228288,701.0022579034154
b,US,2020-07-01,907.9934099536986,654.6528603769116
g,japan,2020-01-16,943.0827613390492,747.6352392341508
e,US,2020-05-25,924.1887803205253,722.0464337728997
c,japan,2020-03-21,926.0637375222718,697.4819647723734
d,Canada,2020-01-16,924.7520581961542,709.9054421322351
j,US,2020-11-02,928.9693285204073,732.6328108287024
h,japan,2020-05-13,914.4587884012783,746.8187837130279
h,US,2020-06-14,907.8912683680045,736.4868020108903
f,Canada,2020-03-03,933.7531442944193,710.5345172839613
a,Germany,2020-08-31,907.2182242698884,683.5395811156817
f,Germany,2020-10-17,880.065953282791,760.0985694255453
e,Canada,2020-06-07,926.7109968422681,745.2036630331552
a,japan,2020-09-20,910.4223515588632,701.7634328062712
g,japan,2020-12-04,928.538900857093,652.1959483291341
f,US,2020-04-30,935.8782382836747,708.146267120236
g,US,2020-01-13,904.5867876338218,745.7275373894197
e,Canada,2020-11-02,923.3905540693399,710.1892564026216
c,japan,2020-09-05,938.1693975633133,715.5408828251143
i,Germany,2020-12-31,911.752035127946,727.9081625311243
d,Germany,2020-09-21,922.4675516554494,680.1508212232399
d,US,2020-02-13,923.1693970893302,725.9014318354762
e,japan,2020-08-16,934.5453127325356,691.9623115927982
i,Canada,2020-08-06,906.1102245410764,706.2378050646515
j,US,2020-08-24,922.3273743691551,684.0478217138733
a,Germany,2020-06-29,924.978102070225,709.2963562994993
e,Germany,2020-08-09,888.4055662027887,707.5775747732347
h,Germany,2020-08-11,957.2410815844813,716.3591219235242
f,Germany,2020-08-22,918.4059498122439,669.3315501933588
j,Germany,2020-03-21,932.7668389546375,725.0541798135055
f,US,2020-09-20,903.5758472674914,715.2693133438847
j,Germany,2020-11-08,936.383548059045,721.8451591157993
i,US,2020-09-17,916.2373046011157,718.1412885343559
d,Canada,2020-04-11,929.3467236348637,715.3814546330444
h,US,2020-07-01,903.8496810829247,672.0201032114007
g,Germany,2020-10-06,906.8736642364818,686.4799816794741
c,Germany,2020-11-04,929.7086838062723,711.1373123270959
c,japan,2020-05-01,926.4146598101463,747.6161799469995
g,Canada,2020-01-16,933.0634235763322,725.075023382793
a,Canada,2020-07-04,898.6098237987917,687.9837907838224
a,Germany,2020-04-10,914.3804366784352,722.0596077775966
c,US,2020-03-06,893.4407972709928,744.8264118019416
a,Canada,2020-01-29,929.8238281339643,713.0767452471566
g,US,2020-07-24,936.9944095958319,714.0454811457565
b,Canada,2020-03-16,932.3792334972849,679.635403520901
i,Germany,2020-09-03,928.3643535327437,672.0006124785871
e,US,2020-09-11,933.3561340883009,764.8459796043047
e,Canada,2020-01-29,907.4438066011396,688.3154307030785
d,Canada,2020-12-28,946.4069866299743,684.0288022926369
e,Canada,2020-02-03,941.9639185157158,730.4211989824074
i,US,2020-06-18,927.3391791731495,712.2171472043183
h,japan,2020-01-27,934.6457091125455,745.7989449711446
e,US,2020-04-09,933.6581440236347,720.2017203462922
d,US,2020-02-22,938.5987766396183,729.8105541192105
f,US,2020-08-18,867.367373148089,758.303474394145
c,Germany,2020-11-08,931.0968938871633,708.8419281215558
g,Canada,2020-09-14,957.7472489742769,665.2820611029558
j,Germany,2020-01-29,948.7237517547295,735.9529053835073
f,Germany,2020-06-28,887.5162209101268,721.9709985865508
h,Canada,2020-04-21,921.8329834236154,739.6857401952678
i,Canada,2020-02-07,942.6010997184144,742.3632065405886
h,Germany,2020-12-15,947.7209770296821,726.4305701749919
i,Canada,2020-04-14,896.4714314537562,669.6154100040926
f,US,2020-03-19,937.8929990010151,672.2344184863492
i,US,2020-08-03,904.2004329959561,705.1540092985072
c,Germany,2020-05-22,923.6506467665762,728.334050099482
h,Canada,2020-06-05,937.3912258283773,712.1117976221406
h,Germany,2020-03-28,932.3448333658699,695.4037721482094
j,japan,2020-04-15,910.5496486686495,719.1421037835848
h,Germany,2020-08-01,925.7311342431502,721.0204522478975
a,Canada,2020-05-02,926.4956175721985,676.5760259850637
h,Germany,2020-09-13,928.5044034364894,739.7021827049488
i,US,2020-02-14,892.7000438977484,764.4420577276829
g,japan,2020-04-10,904.9277154239503,737.7507006538721
f,Germany,2020-11-05,920.8931915062376,730.3632199325136
d,japan,2020-08-04,930.3805225645946,708.9572302145513
h,Canada,2020-04-27,922.4156574017775,733.3527486947168
j,Germany,2020-06-11,904.1905350048615,716.928502595662
c,Canada,2020-10-31,930.1371858019015,746.2744335298153
j,Canada,2020-04-25,905.077585778397,708.4083135242299
f,japan,2020-10-05,905.8114069135302,722.2604081267033
e,US,2020-09-23,935.3058073159298,715.5205683434343
c,US,2020-07-21,911.7038579050179,711.532345282196
j,japan,2020-06-22,925.9577143949682,779.1974461677736
h,Canada,2020-06-17,940.2256345688052,713.8058897003409
i,Germany,2020-04-18,926.5083634859394,754.1394436544914
c,Canada,2020-09-21,926.4382057234258,758.4263702322137
d,US,2020-01-23,901.7262926543376,727.9247572193224
f,japan,2020-06-05,960.0231958764638,722.8281444067565
g,US,2020-05-05,943.3964147129807,711.4652601871647
f,US,2020-12-07,941.1136712146924,713.2650643252346
b,Germany,2020-09-02,922.860282065663,663.5830397975375
d,Germany,2020-06-14,933.924640799771,741.9127556775061
e,Germany,2020-07-16,934.4619203017668,708.7455968343678
f,Canada,2020-02-13,943.9957999561941,698.9078086409932
i,Canada,2020-07-10,934.5468058849399,748.4497503128708
h,Canada,2020-05-12,948.7230137210822,729.0313285351317
e,US,2020-10-23,892.1688189939184,785.1028326370081
i,US,2020-11-15,927.7519445946315,708.839486818129
c,Germany,2020-11-03,936.2096016446169,679.5438925077227
a,Germany,2020-01-27,893.308584673673,704.756874824965
g,japan,2020-03-04,920.1838907841509,722.2370317693179
j,Germany,2020-02-12,917.1752283428376,669.4235909951822
h,US,2020-02-24,919.5650415842538,711.5175403174261
j,Canada,2020-09-02,916.3503174066717,700.9573839354978
d,Canada,2020-03-13,914.1115757437394,727.2744314917215
a,japan,2020-09-05,940.5541046611897,748.6046305619218
d,Germany,2020-03-03,927.4889707704318,712.732034772072
f,US,2020-07-06,915.7949149916091,708.2953418710198
e,Canada,2020-10-26,944.4198372849091,773.3437326950643
g,Germany,2020-11-04,922.6146004013784,720.1024969304718
c,japan,2020-07-13,930.5919350259998,769.8982067057109
j,Canada,2020-10-21,918.9882995784163,702.3166835447093
f,US,2020-11-24,904.8961594669615,703.35126727754
j,japan,2020-08-04,936.5720954086022,762.1694007318786
j,US,2020-07-12,959.9855743433147,728.3731111320752
h,Germany,2020-12-28,917.2428367758258,716.5855326619431
i,japan,2020-08-14,909.9521993630891,735.2533195203317
a,Germany,2020-08-02,933.7070911406064,726.1350116718605
c,Canada,2020-10-21,929.8182650071457,765.1779016661627
c,Canada,2020-04-24,936.2030241941138,714.4973605675096
h,US,2020-03-05,942.493524650774,743.908896489546
i,japan,2020-01-16,908.180639435709,737.2369234202572
a,Germany,2020-05-10,915.4575778164254,756.7300361860129
f,japan,2020-03-30,979.0533990097579,712.3754680199561
h,Canada,2020-05-03,943.5274579860311,708.4519574080686
a,US,2020-03-11,917.2914457420376,670.5220376363034
c,Germany,2020-08-31,946.3591833740583,686.9242305466665
f,US,2020-10-18,930.1877350425397,753.0511084800412
d,Germany,2020-09-05,938.2723254693373,718.2386887522271
e,japan,2020-12-25,899.879675991504,710.4733496503138
i,US,2020-04-13,909.6445446643148,710.5835061004286
j,japan,2020-01-12,905.2659124594653,700.7965384430474
c,Canada,2020-05-11,932.5489434640534,678.9773418862829
g,japan,2020-10-01,948.3055944471341,700.4316702820569
a,US,2020-07-11,911.5881816588399,709.7569684933377
a,Canada,2020-08-31,929.4826569247102,720.8816080576843
c,Canada,2020-05-09,925.4056479776331,731.2656919974198
g,Canada,2020-07-16,889.1390158445168,736.1822029664829
j,Canada,2020-01-05,925.2000782028149,693.5832962065739
g,Germany,2020-10-17,932.1039812402701,728.1216556202437
d,US,2020-12-15,911.6635020588683,702.5277997307983
d,US,2020-05-13,918.743679260539,708.8296217046159
b,Canada,2020-12-11,921.857212653169,709.7453098238962
b,Canada,2020-06-30,923.1935756169713,756.2248158551433
j,japan,2020-12-21,916.9432140953578,699.6584087700442
e,japan,2020-11-25,910.7182529214397,745.7559555385144
i,Germany,2020-05-29,926.9543508405854,700.3782438680813
c,US,2020-11-30,941.5506433635771,694.4219173712784
f,Germany,2020-12-15,902.3158974992468,722.6702686203764
a,US,2020-12-14,906.6808048440528,649.9170289412294
a,Canada,2020-02-19,913.3893819827991,703.1332830462745
c,japan,2020-08-07,958.7273679985211,725.0503551746248
d,Germany,2020-07-25,946.6638256642951,695.4359355764501
c,US,2020-07-18,926.9868978068939,739.6557391793526
a,US,2020-09-23,896.4025056947149,706.278360195674
d,Canada,2020-10-12,925.9383033880611,715.1516368398904
a,Germany,2020-06-23,909.9798129105401,747.2111653853956
f,US,2020-05-24,941.5761240105937,720.8626488301229
a,US,2020-03-02,927.3234351555985,747.0356714967106
h,US,2020-12-25,918.9151774777158,712.2194789321212
g,Canada,2020-10-13,899.9638226296557,763.201566510525
c,Germany,2020-07-03,920.542053492438,656.1964643163916
f,Germany,2020-08-07,900.9046264993821,724.9438627001512
a,japan,2020-02-28,905.39782253511,736.0234975618915
a,Germany,2020-12-13,890.4604310711741,716.2064186560917
e,US,2020-05-10,932.0375276036959,690.9244302382293
i,japan,2020-09-25,916.5928188080859,721.6447221596956
d,Canada,2020-05-18,916.7633873939742,748.8753528888961
c,Canada,2020-05-26,940.4693038224688,739.7890433399472
a,US,2020-06-29,904.5741026798396,727.6594968949045
g,Canada,2020-04-13,900.2958478693556,739.6510027304578
c,japan,2020-04-12,939.0441576264265,720.8830016570912
a,Germany,2020-03-19,940.0971503663446,725.7959929807066
g,US,2020-08-13,912.522009484116,728.9910012161826
h,japan,2020-01-15,916.9229553712281,681.9904104263387
j,US,2020-02-06,923.3578254860164,732.5878085676034
b,Germany,2020-08-20,938.6279180792596,699.0778327402431
d,japan,2020-12-26,911.0165698700042,686.0749208386712
i,US,2020-08-15,929.5889809400066,760.8095109126884
e,Canada,2020-12-26,922.3421430649375,715.5205387452545
f,Canada,2020-11-29,931.4575946249633,722.0591862057739
c,japan,2020-01-24,952.1513823892202,690.4447287825024
i,Germany,2020-09-19,922.9219654720475,674.9511766547332
f,japan,2020-01-29,907.85803833808,725.6711863646171
d,japan,2020-12-28,907.7595520268414,714.1395481537726
h,US,2020-08-24,930.6706864408744,748.7656527537372
j,japan,2020-09-26,936.2288711690053,717.7131830640367
e,US,2020-02-22,907.4346179925128,724.7897990300205
d,Germany,2020-05-24,936.9216985296831,718.9541168856477
f,japan,2020-10-31,894.2398381184126,702.1242074991445
c,Canada,2020-05-24,920.6489205593024,711.2642602733575
h,japan,2020-07-02,939.0452228880544,719.9252188240249
a,Germany,2020-02-22,919.9490313101044,727.2949338122598
d,US,2020-09-06,952.6200737849503,743.122115613016
g,Canada,2020-07-19,915.944772919458,707.6871017434204
j,japan,2020-05-15,934.1737685769224,745.1493526509166
a,japan,2020-01-08,907.8750080905812,769.5580416050268
e,US,2020-02-24,912.9052552830581,734.630132590091
c,japan,2020-08-22,948.563061342167,718.8697486034869
i,japan,2020-02-11,912.656343707002,689.2207205747685
d,US,2020-08-11,909.7680459549836,674.3963096602284
j,Canada,2020-12-12,906.539749795987,741.4737798566089
i,US,2020-05-24,920.6982270610132,691.5281223191182
c,Canada,2020-11-20,911.7454467290365,703.1480508634238
a,japan,2020-11-04,907.4989816448807,725.7807703047813
a,Canada,2020-01-23,925.9206141246375,749.4025413139445
d,Canada,2020-08-14,936.7107542934729,712.277585955624
i,US,2020-01-09,906.9267267346734,695.7562293161268
j,Canada,2020-01-29,936.5849864927671,712.3755204794685
b,japan,2020-02-07,913.3490721745923,717.8341658658728
f,Germany,2020-12-30,915.1306818876898,699.680702512341
b,US,2020-04-28,930.1330742198346,715.6788745308495
h,US,2020-03-21,913.5658196063174,755.0636657869014
f,Canada,2020-01-20,906.502889024797,723.5928154857576
e,Germany,2020-10-18,943.4395821778381,682.055196927064
h,US,2020-07-20,941.6353243416073,711.4439812045505
c,japan,2020-09-04,930.597122246505,674.2668632258025
j,Germany,2020-07-10,915.252861428266,682.2795523293255
c,Canada,2020-06-15,944.063209395583,712.4234704966987
f,Germany,2020-02-10,956.482643990855,747.7750274792998
e,US,2020-05-28,949.5365664209693,737.6170763580276
b,Canada,2020-06-29,899.0261643986042,703.2708904540445
b,Germany,2020-08-04,877.1783836204577,783.0660354244696
a,US,2020-11-09,897.1153229466903,726.9525522523818
i,US,2020-11-05,907.0359150865568,718.9647890996537
c,US,2020-11-08,927.5006317980501,667.9117910705178
f,japan,2020-04-24,935.4595985247288,727.1803360228654
j,US,2020-01-19,945.5035754529789,727.2926203446204
i,US,2020-03-10,944.9184723920447,688.0409792409727
i,Germany,2020-03-28,909.3005537722642,717.7624032475223
e,japan,2020-03-03,898.8507712438703,713.4249830007476
h,Germany,2020-03-01,942.4404324848879,744.9010801922085
h,US,2020-02-28,939.7336376577196,723.6465534493636
f,japan,2020-03-22,933.2908592333289,697.7826820594594
f,Germany,2020-11-26,923.3355824565723,706.8231510996551
e,Canada,2020-06-17,917.7013009697573,722.4536273407253
b,Canada,2020-10-17,909.3691033936983,773.6214195074003
g,japan,2020-03-21,892.2385552709522,742.401251006513
f,Canada,2020-01-12,887.0192777257103,707.6041885432655
g,Canada,2020-03-26,928.5074309070574,736.8439133452497
a,Canada,2020-03-11,928.0272548786945,704.658392999958
h,US,2020-09-16,931.8090452704364,698.6346303239923
b,Canada,2020-03-15,921.8511038316225,686.3986325237181
i,Germany,2020-08-08,897.7474780301733,673.8778905813942
a,Canada,2020-08-22,921.6609245853762,732.0797983599789
a,Canada,2020-04-03,916.7288460229727,744.2866796458699
e,japan,2020-10-16,897.0294412359322,721.9475888337699
h,Germany,2020-07-05,915.3529908501971,703.6531124858278
d,japan,2020-11-30,946.0263391165186,722.3278365622377
i,Germany,2020-07-20,888.7906291000139,718.4865081974305
c,Germany,2020-01-21,894.4699195765444,697.0982347232663
j,US,2020-03-10,901.9891595855671,726.1179707510939
g,Canada,2020-06-27,889.7493654849185,703.0191229845224
c,Germany,2020-11-01,944.2291078626793,698.9601805934027
e,Canada,2020-01-08,912.9359793860142,730.8254878852028
a,Germany,2020-09-12,917.7332227992737,715.1540610619868
i,japan,2020-09-04,941.9981670055267,737.7748194818646
j,Germany,2020-09-20,949.2770272813991,731.0461217849054
g,Germany,2020-01-19,NA,741.573602403581
a,US,2020-03-15,908.4779606467692,697.6211602768831
h,japan,2020-07-30,894.9474790338988,717.2139157206765
g,US,2020-10-07,930.7984299290584,690.0999488114235
h,Germany,2020-07-26,924.698656193323,662.7703813586297
g,Germany,2020-10-14,921.7811608300294,703.7493984959755
h,Canada,2020-05-07,908.9514687419094,694.4953436887969
d,japan,2020-05-18,873.0475611448285,736.2723296546927
c,Germany,2020-02-29,940.0393636402066,741.254343421726
a,Germany,2020-08-16,921.7312928074759,656.4951819807686
g,Germany,2020-06-10,905.2103149534544,735.8563780287033
c,Canada,2020-02-23,920.8928559016002,763.0892908582197
h,japan,2020-09-05,926.8011993349929,723.4506601941639
j,japan,2020-07-10,907.0284847639848,745.5125753185004
a,japan,2020-07-27,940.6303043230968,720.2559211258106
f,Germany,2020-11-09,919.5340488307359,743.4395042524475
d,Germany,2020-05-27,906.6725008189018,706.0452694512021
j,Canada,2020-05-21,948.7990524988389,723.0900854102964
a,US,2020-02-03,933.8844969073136,727.202092007396
b,US,2020-07-25,925.9448093987974,710.7042253023765
e,Canada,2020-03-21,929.0348117687093,690.5207099327225
f,Canada,2020-10-31,938.3777214078551,744.322219537381
h,Germany,2020-06-02,912.8910171708383,703.2423106647368
d,japan,2020-04-26,922.6348228070722,754.4359350886033
h,japan,2020-03-13,933.7316288379637,692.2125620645683
g,Germany,2020-01-11,916.7657674442147,681.5990165922985
c,japan,2020-12-09,922.6405488471339,711.2286787626665
g,Canada,2020-03-08,934.2440555544823,703.8885593723675
h,Germany,2020-12-19,926.7102299332831,750.573038857542
e,US,2020-03-05,920.3225946814,698.4223869832341
j,Germany,2020-07-16,964.9225190150182,706.3797239997685
b,Canada,2020-05-01,978.3872213157256,714.3604030712694
a,japan,2020-02-01,931.099396036937,712.5435564264515
g,US,2020-01-23,934.4914939165398,740.8872996765966
a,japan,2020-01-02,917.0825896888025,736.8718265695101
g,Germany,2020-08-14,914.8998448448153,740.5494334994826
j,US,2020-08-16,930.5140103333587,740.2029296582167
c,Germany,2020-11-18,951.0487601121941,738.2298441107239
c,japan,2020-04-03,931.7692907549015,705.1512868761308
d,Germany,2020-01-29,922.003822929342,714.6964359078586
e,US,2020-06-16,921.3755248270605,731.9236037218011
a,US,2020-09-26,917.0001160811893,686.3018843155115
j,US,2020-12-29,927.3855299069679,719.0228452621974
c,US,2020-08-27,904.1483128469304,745.888797520287
b,japan,2020-02-08,937.9488533244147,708.0434639561861
e,US,2020-11-21,939.3206147330175,757.8721750108704
b,Canada,2020-05-30,928.9743241264209,726.3375518241149
f,US,2020-07-14,946.0249499317923,701.5679060380224
i,Canada,2020-09-29,948.9844797866828,712.0883776915216
d,japan,2020-02-19,903.5765580137929,664.2570193893878
g,Germany,2020-10-16,NA,714.9214639884055
f,Germany,2020-12-24,920.9055481143574,744.3957592036813
i,Canada,2020-05-15,947.0795314850694,714.3470834030597
d,japan,2020-09-26,903.9956701623884,736.144555199783
e,Germany,2020-04-28,941.7673316427723,744.4044453330038
e,Canada,2020-08-09,891.6480315945228,730.4950142729108
e,Germany,2020-09-15,934.5894725925392,738.8207910824882
a,US,2020-02-15,920.9874316867094,689.0312271831302
b,Canada,2020-04-24,907.9165692390769,701.3849251843945
g,Canada,2020-12-30,918.9228616665447,674.1083721365461
f,US,2020-11-10,906.0538732298171,784.2209941132323
g,US,2020-10-16,959.6964419705681,698.866445497366
h,Germany,2020-07-14,940.9906044447147,756.2789690701675
g,US,2020-01-21,939.9304826344044,710.640853074781
h,japan,2020-03-03,935.375428052268,693.8524060331779
g,Canada,2020-04-02,921.8488843150924,702.5507733969182
h,japan,2020-04-21,923.0785206356195,729.1637187484893
a,US,2020-03-19,940.7469773361772,743.6453410421876
f,Canada,2020-09-02,918.0767771908523,737.622286387699
c,Germany,2020-11-11,903.902455195579,684.8995224171739
i,japan,2020-03-14,939.1139442062058,755.8612065135502
e,Canada,2020-02-23,922.7475937980935,756.9110849944635
g,japan,2020-07-27,936.4310617012961,728.9058214742
d,Canada,2020-09-08,896.9825140733982,736.6278997682904
d,Germany,2020-06-26,929.7618105187137,715.2599179228997
g,US,2020-09-25,891.3748956820904,732.0698205244897
j,Germany,2020-10-26,932.7985135981581,734.2674866235784
c,japan,2020-12-13,936.3829408308,705.0449135816531
g,Germany,2020-04-21,929.1567940160733,717.6923606753093
e,US,2020-05-16,939.1225989782794,687.5134712663909
a,japan,2020-09-10,904.9107453291028,718.0182606989533
h,japan,2020-05-25,916.2476295146851,700.3626243823022
e,japan,2020-07-14,897.6582453530757,716.6064164232848
h,US,2020-04-19,939.2895135798011,696.7327942025067
c,Germany,2020-04-05,957.1705537149165,698.9557245288943
g,US,2020-06-23,939.3364522241711,693.4865677995454
g,Germany,2020-01-27,910.1849717233802,710.6274892475332
i,Canada,2020-10-05,925.0989382102807,759.5656818733097
e,Canada,2020-11-26,921.5983604694958,698.9017415979622
a,Canada,2020-03-05,914.9506239674313,711.7148745680707
h,japan,2020-09-11,911.6117264953349,718.1304373404238
a,US,2020-09-09,952.5080541089989,728.8102006785078
b,Germany,2020-09-23,923.5368876407714,721.4816181018074
i,Canada,2020-02-22,919.4614766565293,675.7642762324251
b,US,2020-05-22,927.9169981177628,726.3026132423785
a,US,2020-04-03,914.813500547583,756.1578121283997
i,US,2020-05-28,921.6472135741072,689.3248694054848
b,japan,2020-06-23,925.7700628921931,727.895428233435
i,Canada,2020-11-01,923.1795118749006,736.2964391181422
d,japan,2020-09-29,917.118835428093,708.8004209116307
h,Canada,2020-05-13,926.184691415504,727.4318686301298
d,Canada,2020-09-13,895.4503546972117,747.9907595617519
j,japan,2020-04-10,913.6040848509131,699.5916662302233
j,Germany,2020-02-10,932.935349390077,676.257372255255
f,Canada,2020-01-10,942.5016012358507,736.3925403685688
f,japan,2020-05-18,942.7268881533091,691.211815007948
d,Canada,2020-11-08,909.370330865291,714.4829382370345
e,Germany,2020-02-17,921.5302982608724,732.1216939930368
g,Germany,2020-02-08,939.2900939409847,729.6082404477423
d,US,2020-05-06,901.9783131392088,756.4725937168895
b,Canada,2020-05-15,905.7387086749022,694.9703854870743
e,Germany,2020-10-12,927.512395063085,742.4082936019084
h,US,2020-03-20,957.9038389007661,714.6092066007214
f,Canada,2020-03-01,897.0041021965061,707.5635591718946
h,japan,2020-06-03,926.657398001319,714.9121482213886
a,US,2020-08-06,905.3856717805708,724.9338894783333
a,Germany,2020-12-02,902.6206908495542,683.14421587619
h,Canada,2020-02-28,946.0224896533431,726.8565712434142
j,Germany,2020-09-24,920.980568444967,753.9754090451597
i,Germany,2020-04-04,913.1041308725719,770.8112272712285
h,Canada,2020-10-13,939.8321899807106,731.138916353951
c,Germany,2020-12-12,921.3990629324912,683.4049952239351
f,japan,2020-03-31,955.505650314012,795.4334156670902
h,US,2020-09-06,907.0370922505971,707.9200820230507
a,japan,2020-04-30,909.1879831177827,715.2860749848797
i,US,2020-02-20,NA,745.6109999910581
c,japan,2020-03-26,940.6551299550906,745.442293066708
d,Germany,2020-10-30,935.2497292785755,744.7585686121929
d,Canada,2020-12-25,929.8978649419381,732.0220683048251
b,US,2020-04-18,879.0905739490256,697.9697820587755
j,Canada,2020-05-27,906.25293323202,739.7318203361825
h,Germany,2020-02-19,914.1471251936149,717.2455997220588
f,japan,2020-02-01,929.1582546255025,727.6012154766722
b,japan,2020-08-07,941.6222560429004,694.7392242935272
e,japan,2020-07-30,933.6296006406461,731.8437988672969
f,US,2020-06-04,918.0887312337625,707.8175731813382
h,japan,2020-10-18,902.4210525935476,711.1135968711609
a,Canada,2020-06-20,947.0422368295158,698.9446280922123
h,Canada,2020-07-08,902.0630308850992,742.3597813417731
d,Germany,2020-10-06,921.4570475867934,685.2742740554814
c,US,2020-08-01,906.7236593474818,686.4442288906562
h,US,2020-07-14,903.0329504772944,711.7949802583149
e,Germany,2020-09-30,925.420598795983,748.3125943010557
d,US,2020-02-08,960.0197072826702,715.8455771746526
b,Canada,2020-02-19,918.4682883527084,738.002212659437
f,Canada,2020-11-25,921.3186180544313,744.1330753024044
j,Canada,2020-05-29,901.4490160094193,703.7570198478115
e,japan,2020-10-06,965.776221552791,740.8394194110889
h,Germany,2020-05-19,916.4992694287963,722.7819982572674
a,japan,2020-11-03,915.6792049715534,679.0132727769704
e,US,2020-07-02,918.555164352326,733.1307567049439
b,US,2020-10-20,917.3964602698256,698.5346244379433
a,Canada,2020-04-06,910.0847674679012,744.3122992194575
b,japan,2020-09-14,930.7454976793196,732.7759864705231
c,Germany,2020-03-06,918.7955620931133,697.4659148657686
d,US,2020-03-29,921.7253929104264,720.497600322068
a,japan,2020-09-25,958.8314444739888,735.0306046540903
c,Germany,2020-05-13,950.0267797548829,738.8246237224823
f,japan,2020-09-16,928.4894426932384,696.8447770054996
