Date,PotholeReports,Temperature,Humidity,WindSpeed,Rainfall,ExpectedWorkload
2020-02-17,102,58.9,44,1,NA,Low
2020-02-17,62,59.1,46,0.8,NA,Low
2020-02-17,72,59.4,50,0.1,NA,Low
2020-02-17,183,59.4,50,0.4,NA,Low
2020-02-17,443,58.7,47,0.7,NA,Low
2020-02-17,767,58,51,0.7,NA,Low
2020-02-17,455,57.5,51,1,NA,Low
2020-02-17,261,56.7,47,0.7,NA,Low
2020-02-17,342,55.2,41,0.8,NA,Low
2020-02-17,353,54.6,37,0.7,NA,Low
2020-02-17,335,54.2,39,0.6,NA,Low
2020-02-17,357,53.7,40,0.8,NA,Low
2020-02-17,402,53.3,48,0.8,NA,Low
2020-02-17,411,53.1,54,1.1,NA,Low
2020-02-17,529,53.2,57,1,NA,Low
2020-02-17,897,53.4,62,0.8,NA,Low
2020-02-17,616,53.9,44,1,NA,Low
2020-02-17,461,54.1,44,1.3,NA,Low
2020-02-17,449,54.3,46,0.8,NA,Low
2020-02-17,461,54.6,49,1.1,NA,Low
2020-02-17,310,54.7,53,1.5,NA,Low
2020-02-18,266,54.9,52,1.1,NA,Low
2020-02-18,229,55,53,1.4,NA,Low
2020-02-18,174,54.8,54,1.3,NA,Low
2020-02-18,116,54.7,55,1.7,NA,Low
2020-02-18,72,54.6,56,1.7,NA,Low
2020-02-18,62,54.8,59,1.7,NA,Low
2020-02-18,165,54.8,60,1.9,NA,Low
2020-02-18,426,54.5,59,2.8,NA,Low
2020-02-18,816,54.3,57,2.5,NA,Low
2020-02-18,419,53.8,55,2.4,NA,Low
2020-02-18,285,53.5,53,2,NA,Low
2020-02-18,332,52.9,50,2.2,NA,Low
2020-02-18,305,52.4,48,2.6,NA,Low
2020-02-18,28,52.4,57,2.3,NA,Low
2020-02-18,17,54.3,80,3.7,NA,Low
2020-02-18,7,55.2,87,2.9,4.5,Low
2020-02-18,9,55.8,89,2.5,NA,Low
2020-02-18,8,56.2,90,2.7,NA,Low
2020-02-18,11,56.4,90,2.1,9.5,Low
2020-02-18,19,57.5,95,1.9,NA,Low
2020-02-18,8,57.3,96,1.5,NA,Low
2020-02-18,10,57.6,95,2.5,9,Low
2020-02-18,13,57.7,96,1.9,NA,Low
2020-02-18,23,58.2,96,1.2,NA,Low
2020-02-19,71,58,96,1.3,2,Low
2020-02-19,147,57.9,97,0.2,NA,Low
2020-02-19,180,58,97,1,NA,Low
2020-02-19,92,58.4,97,2.3,0.1,Low
2020-02-19,28,58.4,97,1.1,NA,Low
2020-02-19,11,57.8,97,2.9,NA,Low
2020-02-19,33,57,96,2.7,0.4,Low
2020-02-19,61,57.4,89,4.3,NA,Low
2020-02-19,148,58.5,80,3.2,NA,Low
2020-02-19,160,59.9,78,4.9,NA,Low
2020-02-19,191,59.9,53,5.3,NA,Low
2020-02-19,239,59.2,52,4.6,NA,Low
2020-02-19,311,59.5,46,4.7,NA,Low
2020-02-19,358,58.6,37,4,NA,Low
2020-02-19,375,58.8,36,6,NA,Low
2020-02-19,458,58.4,35,4.5,NA,Low
2020-02-19,460,58.6,33,4.8,NA,Low
2020-02-19,423,59.6,37,5.2,NA,Low
2020-02-19,317,60.8,40,4.7,NA,Low
2020-02-19,231,61.7,45,3.3,NA,Low
2020-02-19,246,62.2,49,3.5,NA,Low
2020-02-19,212,63,50,3.7,NA,Low
2020-02-19,190,63.6,52,3.7,NA,Low
2020-02-19,190,64,52,3.4,NA,Low
2020-02-20,156,64.3,53,2.6,NA,Low
2020-02-20,108,64.6,52,2.1,NA,Low
2020-02-20,71,65.3,52,1.2,NA,Low
2020-02-20,49,65.7,50,1.7,NA,Low
2020-02-20,47,65.8,48,1.5,NA,Low
2020-02-20,65,66.1,49,1,NA,Low
2020-02-20,135,66.4,50,1.5,NA,Low
2020-02-20,401,66.6,52,0.5,NA,Low
2020-02-20,617,66.2,45,0.4,NA,Low
2020-02-20,343,64.6,34,1.2,NA,Low
2020-02-20,274,61.8,30,2.1,NA,Low
2020-02-20,343,59.9,30,1.8,NA,Low
2020-02-20,388,58.2,26,2.2,NA,Low
2020-02-20,375,57.7,22,3.1,NA,Low
2020-02-20,450,56.6,23,2.4,NA,Low
2020-02-20,463,55.7,22,1.3,NA,Low
2020-02-20,574,54.8,21,2.1,NA,Medium
2020-02-20,631,55.7,21,2.5,NA,Low
2020-02-20,854,56.5,22,0.9,NA,Low
2020-02-20,568,58,26,2.3,NA,Low
2020-02-20,427,58.8,35,2.5,NA,Low
2020-02-20,396,59,34,1.4,NA,Low
2020-02-20,414,59.5,38,0.9,NA,Low
2020-02-20,284,59.7,38,0.2,NA,Low
2020-02-21,218,59.5,34,0.4,NA,Low
2020-02-21,229,59.4,36,0.4,NA,Low
2020-02-21,176,59.1,35,0.5,NA,Low
2020-02-21,149,59.2,38,0.8,NA,Low
2020-02-21,93,59.4,43,0.9,NA,Low
2020-02-21,55,59.2,39,1,NA,Low
2020-02-21,71,59.5,42,0.9,NA,Low
2020-02-21,159,59.9,43,1.4,NA,Low
2020-02-21,306,59.6,38,1.8,NA,Low
2020-02-21,329,57.8,30,1.5,NA,Low
2020-02-21,354,54.9,27,1.2,NA,Low
2020-02-21,431,51.9,21,2.1,NA,Low
2020-02-21,605,49.3,16,1.7,NA,Low
2020-02-21,771,47.8,14,1.6,NA,Low
2020-02-21,1025,45.6,14,1.4,NA,Medium
2020-02-21,1238,44,14,2.2,NA,Medium
2020-02-21,1285,44.2,15,2.6,NA,Medium
2020-02-21,1197,45,22,2.5,NA,Low
2020-02-21,920,46.1,26,1.9,NA,Low
2020-02-21,630,47.3,32,2.3,NA,Low
2020-02-21,631,48.9,51,3.7,NA,Low
2020-02-21,588,49.7,52,2.2,NA,Low
2020-02-21,516,49.8,49,1.7,NA,Low
2020-02-21,215,50.6,74,1.6,NA,Low
2020-02-22,161,51.5,87,0.9,NA,Low
2020-02-22,118,51.7,91,0.1,NA,Low
2020-02-22,95,51.7,95,0.3,NA,Low
2020-02-22,90,51.5,96,0.4,0.1,Low
2020-02-22,34,51.2,95,0.2,NA,Low
2020-02-22,15,51.2,96,1.2,NA,Low
2020-02-22,20,51.4,96,0.7,0.2,Low
2020-02-22,23,51.6,97,2.6,NA,Low
2020-02-22,70,51.7,97,0.6,NA,Low
2020-02-22,157,51.2,97,1.3,0.2,Low
2020-02-22,239,50.2,90,0.8,NA,Low
2020-02-22,273,49.9,88,0.7,NA,Low
2020-02-22,358,49.3,85,0.9,NA,Low
2020-02-22,429,49.2,84,1.2,NA,Low
2020-02-22,475,48.8,83,1.1,NA,Low
2020-02-22,468,48.3,81,1.2,NA,Low
2020-02-22,396,48.3,82,1.1,NA,Low
2020-02-22,492,48.2,82,1.7,NA,Low
2020-02-22,436,48.5,81,1.5,NA,Low
2020-02-22,289,48.8,81,2.3,NA,Low
2020-02-22,26,48.7,80,1.2,NA,Low
2020-02-22,7,49.4,89,2.1,2,Low
2020-02-22,8,50.4,92,2.5,NA,Low
2020-02-22,9,51.3,91,2.9,NA,Low
2020-02-23,22,52.4,88,2.5,9,Low
2020-02-23,23,53,88,2.5,NA,Low
2020-02-23,9,53.7,89,2.2,NA,Low
2020-02-23,2,54.3,92,2,1.5,Low
2020-02-23,4,54.9,90,2.6,NA,Low
2020-02-23,22,55.3,89,2.3,NA,Low
2020-02-23,20,55.8,87,2,2,Low
2020-02-23,85,56.2,87,2.2,NA,Low
2020-02-23,184,56.4,88,2.3,NA,Low
2020-02-23,211,56.3,85,1.8,NA,Low
2020-02-23,232,55.6,80,1.8,NA,Low
2020-02-23,322,53.9,66,1.9,NA,Low
2020-02-23,438,52.4,58,2.4,NA,Low
2020-02-23,465,51.7,51,2,NA,Low
2020-02-23,550,50,44,1.9,NA,Low
2020-02-23,637,49.7,43,2.5,NA,Low
2020-02-23,718,49,39,1.2,NA,Low
2020-02-23,865,50,43,1.4,NA,Low
2020-02-23,1155,51.9,47,1.7,NA,Low
2020-02-23,782,54.2,53,1.7,NA,Low
2020-02-23,578,55.7,57,1.3,NA,Low
2020-02-23,533,56.9,59,1.5,NA,Low
2020-02-23,466,57.7,63,1,NA,Low
2020-02-23,274,58.1,60,1.3,NA,Low
2020-02-24,224,58.7,69,0.8,NA,Low
2020-02-24,188,59.2,67,0.8,NA,Low
2020-02-24,122,59.7,71,0.9,NA,Low
2020-02-24,82,59.9,71,0.4,NA,Low
2020-02-24,79,60.5,75,0.6,NA,Low
2020-02-24,80,60.9,78,0.6,NA,Low
2020-02-24,214,61,77,0.4,NA,Low
2020-02-24,583,61,78,0.6,NA,Low
2020-02-24,997,60.7,76,1,NA,Low
2020-02-24,556,58.8,62,0.8,NA,Low
2020-02-24,380,56.3,51,1.3,NA,Low
2020-02-24,475,53.7,41,1.3,NA,Low
2020-02-24,504,51.5,34,1.9,NA,Low
2020-02-24,528,50.7,27,2.2,NA,Low
2020-02-24,567,50.8,27,2.9,NA,Low
2020-02-24,616,49.9,24,1.8,NA,Low
2020-02-24,680,49.4,26,1.9,NA,Low
2020-02-24,883,49.8,27,2.8,NA,Medium
2020-02-24,1246,51.3,28,3.2,NA,Medium
2020-02-24,833,52.9,30,2.7,NA,Low
2020-02-24,666,53.9,31,2.8,NA,Low
2020-02-24,625,54.5,33,3.2,NA,Medium
2020-02-24,514,55.5,40,1.3,NA,Low
2020-02-24,361,56.5,44,0.9,NA,Low
2020-02-25,289,57.2,45,1.7,NA,Low
2020-02-25,194,57.2,46,2,NA,Low
2020-02-25,134,57.4,50,1.3,NA,Low
2020-02-25,92,57.3,55,1.5,NA,Low
2020-02-25,49,57.4,61,1.7,NA,Low
2020-02-25,97,57.5,63,1.3,NA,Low
2020-02-25,232,57.6,65,1.8,NA,Low
2020-02-25,598,57.8,65,1.9,NA,Medium
2020-02-25,1032,57.4,63,1.6,NA,Medium
2020-02-25,566,56.2,58,2,NA,Low
2020-02-25,410,54.8,52,1.5,NA,Low
2020-02-25,441,52,43,1.7,NA,Low
2020-02-25,550,50.4,39,1.8,NA,Low
2020-02-25,509,50.1,39,1.9,NA,Low
2020-02-25,505,50.2,38,0.9,NA,Low
2020-02-25,620,49.8,34,2.3,NA,Low
2020-02-25,646,49.6,36,3.2,NA,Low
2020-02-25,849,49.6,37,1,NA,Low
2020-02-25,1365,50.4,42,2,NA,Medium
2020-02-25,799,51.1,44,2.3,NA,Low
2020-02-25,587,51.5,46,1,NA,Medium
2020-02-25,411,52.1,56,1.4,NA,Low
2020-02-25,147,52.8,60,1.4,NA,Low
2020-02-25,48,54,79,2,NA,Low
2020-02-26,49,54.8,83,1.5,0.5,Low
2020-02-26,23,55.3,86,0.7,NA,Low
2020-02-26,19,55.8,88,0.9,NA,Low
2020-02-26,12,56.2,90,0.8,2,Low
2020-02-26,8,56.7,90,1.3,NA,Low
2020-02-26,17,56.9,90,1.2,NA,Low
2020-02-26,32,56.9,89,0.2,1.5,Low
2020-02-26,64,57,90,0.7,NA,Low
2020-02-26,88,57,94,0.3,NA,Low
2020-02-26,100,56.6,90,1.5,0.5,Low
2020-02-26,165,56.4,88,2.6,NA,Low
2020-02-26,290,55.5,82,2,NA,Low
2020-02-26,375,54.4,72,3,NA,Low
2020-02-26,405,53.3,65,3.2,NA,Low
2020-02-26,452,52.3,62,2.4,NA,Low
2020-02-26,555,50.8,53,3.3,NA,Low
2020-02-26,594,50.5,56,3.1,NA,Low
2020-02-26,757,52.5,64,4.3,NA,Low
2020-02-26,1091,54.1,68,3.4,NA,Low
2020-02-26,683,55.5,72,2.7,NA,Low
2020-02-26,586,56.7,74,2.6,NA,Low
2020-02-26,533,56.9,74,3.2,NA,Low
2020-02-26,498,57.2,74,2.1,NA,Low
2020-02-26,315,57.2,73,1.8,NA,Low
2020-02-27,272,57,72,2.3,NA,Low
2020-02-27,228,57.2,73,2.6,NA,Low
2020-02-27,155,57.2,74,1.2,NA,Low
2020-02-27,105,57.3,75,0.7,NA,Low
2020-02-27,66,57.5,76,1,NA,Low
2020-02-27,88,57.5,76,0.7,NA,Low
2020-02-27,195,57.5,71,1.1,NA,Low
2020-02-27,574,58.4,76,0.7,NA,Low
2020-02-27,1041,58.2,67,0.7,NA,Low
2020-02-27,570,56.5,60,1.3,NA,Low
2020-02-27,361,55.2,54,1.3,NA,Low
2020-02-27,444,54.1,51,0.7,NA,Low
2020-02-27,510,53.2,51,1,NA,Low
2020-02-27,509,52.5,44,2,NA,Low
2020-02-27,542,52,42,1.5,NA,Low
2020-02-27,611,52.3,51,2.9,NA,Low
2020-02-27,686,50.4,38,1.7,NA,Low
2020-02-27,834,51.1,46,1.8,NA,Low
2020-02-27,1231,53,55,2,NA,Low
2020-02-27,718,54.6,60,3.9,NA,Low
2020-02-27,535,55.7,67,1.1,NA,Low
2020-02-27,537,56.5,69,1.4,NA,Low
2020-02-27,521,57.1,69,1.2,NA,Low
2020-02-27,309,57.5,72,1.5,NA,Low
2020-02-28,328,57.9,74,1.4,NA,Low
2020-02-28,305,58,75,1,NA,Low
2020-02-28,241,58.4,79,0.9,NA,Low
2020-02-28,139,58.7,80,0.6,NA,Low
2020-02-28,91,59.1,81,0.6,NA,Low
2020-02-28,79,59.2,80,0.3,NA,Low
2020-02-28,74,58.9,78,1.1,NA,Low
2020-02-28,208,59.1,78,1.1,NA,Low
2020-02-28,340,58.5,73,1.2,NA,Low
2020-02-28,381,57.3,71,1.3,NA,Low
2020-02-28,416,56.5,65,2.4,NA,Low
2020-02-28,497,54.3,58,2.3,NA,Low
2020-02-28,650,52.9,50,2.2,NA,Low
2020-02-28,757,51.8,42,3.1,NA,Low
2020-02-28,906,50.8,38,2.6,NA,Low
2020-02-28,931,51.9,36,4.7,NA,Medium
2020-02-28,972,51.7,37,3.8,NA,Low
2020-02-28,829,52.3,46,2.8,NA,Low
2020-02-28,664,53.8,61,3.2,NA,Low
2020-02-28,573,54.7,67,2.6,NA,Low
2020-02-28,447,54.8,69,1.8,NA,Low
2020-02-28,470,55,73,2.2,NA,Low
2020-02-28,421,55,75,2.2,NA,Low
2020-02-28,345,54.9,75,1.4,NA,Low
2020-02-29,376,54.9,77,1.9,NA,Low
2020-02-29,222,55.2,80,1.3,NA,Low
2020-02-29,171,55.3,78,1.5,NA,Low
2020-02-29,115,55.6,80,1.6,NA,Low
2020-02-29,80,55.8,81,1.3,NA,Low
2020-02-29,45,56.1,85,1.6,NA,Low
2020-02-29,63,56.6,85,1.5,NA,Low
2020-02-29,119,57.1,84,1.9,NA,Low
2020-02-29,212,57.2,82,1.2,NA,Low
2020-02-29,289,56.1,77,2,NA,Low
2020-02-29,394,54.1,69,2.6,NA,Low
2020-02-29,425,52.4,54,1.6,NA,Low
2020-02-29,666,50.8,40,2.6,NA,Low
2020-02-29,843,49.7,31,2.1,NA,Medium
2020-02-29,1154,48.4,20,2.7,NA,Medium
2020-02-29,1294,48.1,26,2.8,NA,Medium
2020-02-29,1205,48.1,25,2.7,NA,Medium
2020-02-29,1028,48.9,25,2,NA,Medium
2020-02-29,776,50.6,22,2.9,NA,Low
2020-02-29,596,52.2,28,1.9,NA,Low
2020-02-29,530,53.3,32,1.9,NA,Low
2020-02-29,533,54.3,34,1,NA,Low
2020-02-29,419,54.7,31,2.3,NA,Low
2020-02-29,288,55.8,34,1.7,NA,Low
2020-03-01,222,56.5,46,1.1,NA,Low
2020-03-01,163,57.1,51,0.8,NA,Low
2020-03-01,95,57.3,46,0.4,NA,Low
2020-03-01,60,57.7,48,0.8,NA,Low
2020-03-01,47,57.2,52,0.6,NA,Low
2020-03-01,106,56.7,53,0.4,NA,Low
2020-03-01,261,57.2,57,0.7,NA,Low
2020-03-01,662,57,53,0.5,NA,Low
2020-03-01,1066,56.2,47,0.8,NA,Medium
2020-03-01,604,55.2,43,1,NA,Low
2020-03-01,406,53.4,40,1,NA,Low
2020-03-01,463,50.8,33,1.1,NA,Low
2020-03-01,581,48.3,32,1.6,NA,Low
2020-03-01,588,46.4,34,1.8,NA,Low
2020-03-01,603,45.1,34,2.8,NA,Low
2020-03-01,694,44.7,32,2.9,NA,Low
2020-03-01,752,45.5,34,3.1,NA,Low
2020-03-01,931,46.3,38,2.6,NA,Medium
2020-03-01,1425,47.8,43,2.8,NA,Medium
2020-03-01,946,49.4,47,2,NA,Low
2020-03-01,801,50.6,50,2.1,NA,Medium
2020-03-01,771,51.3,49,1.7,NA,Low
2020-03-01,695,52.2,49,0.1,NA,Low
2020-03-01,397,53.2,56,0.9,NA,Low
2020-03-02,309,53.6,62,0.7,NA,Low
2020-03-02,231,54.1,65,1,NA,Low
2020-03-02,161,54.6,66,0.6,NA,Low
2020-03-02,103,54.5,62,0.6,NA,Low
2020-03-02,88,53.8,59,0.8,NA,Low
2020-03-02,97,53.2,56,0.9,NA,Low
2020-03-02,252,53,58,0.7,NA,Low
2020-03-02,668,52.8,56,0.5,NA,Low
2020-03-02,1215,52,48,0.4,NA,Low
2020-03-02,616,50.6,44,0.3,NA,Low
2020-03-02,428,49.1,40,0.5,NA,Low
2020-03-02,571,47.4,49,1.4,NA,Low
2020-03-02,626,44.5,47,3.3,NA,Low
2020-03-02,678,42.9,42,3.2,NA,Low
2020-03-02,705,41.7,43,2.2,NA,Low
2020-03-02,815,41.4,47,3.3,NA,Medium
2020-03-02,890,42.4,53,3.7,NA,Low
2020-03-02,1085,43.1,62,3.1,NA,Low
2020-03-02,1749,44.3,68,3.3,NA,Medium
2020-03-02,1224,45.9,77,2,NA,Medium
2020-03-02,986,46.1,77,1.5,NA,Low
2020-03-02,982,46.3,79,2,NA,Low
2020-03-02,912,46.5,81,2.8,NA,Low
2020-03-02,572,46.6,81,2.6,NA,Low
2020-03-03,412,46.4,79,2.2,NA,Medium
2020-03-03,309,46.3,73,2.2,NA,Low
2020-03-03,226,46.2,70,1.3,NA,Low
2020-03-03,142,46,67,2.3,NA,Low
2020-03-03,82,46,70,1.5,NA,Low
2020-03-03,123,45.9,69,1.3,NA,Low
2020-03-03,290,45.9,69,1.6,NA,Low
2020-03-03,786,45.9,69,1.1,NA,Low
2020-03-03,1371,45.8,67,0.9,NA,Low
2020-03-03,761,45.4,62,1.2,NA,Low
2020-03-03,552,44.3,58,1.3,NA,Low
2020-03-03,643,42.5,55,2.1,NA,Medium
2020-03-03,813,40.1,44,2.7,NA,Low
2020-03-03,789,39.1,44,4.7,NA,Low
2020-03-03,878,38.9,42,4.3,NA,Low
2020-03-03,1025,38.3,39,3.3,NA,Low
2020-03-03,1049,38.3,41,3.2,NA,Medium
2020-03-03,1325,39.5,49,3.5,NA,Medium
2020-03-03,2100,40.8,53,2.4,NA,Medium
2020-03-03,1478,42.1,54,2.9,NA,Medium
2020-03-03,1275,42.8,60,2.5,NA,Medium
2020-03-03,1181,43.2,67,2,NA,Medium
2020-03-03,983,43.8,71,2,NA,Medium
2020-03-03,587,43.9,69,1.8,NA,Low
2020-03-04,466,44,69,2.4,NA,Low
2020-03-04,355,43.7,68,2.1,NA,Low
2020-03-04,203,43.5,68,1.3,NA,Low
2020-03-04,51,43.5,69,2.4,NA,Low
2020-03-04,9,44.9,86,2.1,NA,Low
2020-03-04,8,45.5,94,2,NA,Low
2020-03-04,10,45.6,96,0.7,8,Low
2020-03-04,15,45.7,97,0.3,NA,Low
2020-03-04,39,45.9,97,1.1,NA,Low
2020-03-04,32,45.9,98,1.1,17,Low
2020-03-04,27,45.8,98,1.2,NA,Low
2020-03-04,65,46.1,98,1.4,NA,Low
2020-03-04,204,46.7,97,2.9,2,Low
2020-03-04,269,47.3,97,2.6,NA,Low
2020-03-04,289,47.9,97,2,NA,Low
2020-03-04,329,48.4,97,3.4,NA,Low
2020-03-04,214,49.3,98,1.2,NA,Low
2020-03-04,411,49.1,98,1.3,NA,Low
2020-03-04,676,49.6,98,2.5,NA,Medium
2020-03-04,606,49.6,98,2,NA,Medium
2020-03-04,533,49.5,97,1.8,NA,Low
2020-03-04,567,49.6,96,2.7,NA,Low
2020-03-04,506,50.2,90,3.7,NA,Low
2020-03-04,343,50.7,90,4.1,NA,Low
2020-03-05,287,51.6,86,2.2,NA,Low
2020-03-05,278,52.8,83,2.1,NA,Low
2020-03-05,178,53.3,72,2.1,NA,Low
2020-03-05,102,53.9,67,2.6,NA,Low
2020-03-05,85,54.3,62,2.4,NA,Low
2020-03-05,85,54.8,60,2,NA,Low
2020-03-05,222,55.6,61,1.7,NA,Low
2020-03-05,652,56.3,59,2.9,NA,Low
2020-03-05,1176,56.2,56,2.4,NA,Medium
2020-03-05,683,54.8,51,1.7,NA,Low
2020-03-05,507,53.3,46,2.2,NA,Low
2020-03-05,557,51.8,45,2.4,NA,Low
2020-03-05,705,50.6,40,2.6,NA,Low
2020-03-05,715,49.6,38,2.4,NA,Medium
2020-03-05,772,49,36,1.8,NA,Low
2020-03-05,923,48.1,32,1.9,NA,Low
2020-03-05,976,48.4,31,1.4,NA,Low
2020-03-05,1160,48.8,30,1.5,NA,Medium
2020-03-05,1641,50,33,1.2,NA,Medium
2020-03-05,974,51.9,36,1.2,NA,Low
2020-03-05,774,53.3,41,1,NA,Low
2020-03-05,710,54.2,43,1.8,NA,Low
2020-03-05,660,55.1,46,0.8,NA,Low
2020-03-05,455,55.8,47,1.3,NA,Low
2020-03-06,414,56.3,48,1.6,NA,Low
2020-03-06,366,57,52,0.7,NA,Low
2020-03-06,268,57.7,56,0.6,NA,Low
2020-03-06,157,58.2,59,0.7,NA,Low
2020-03-06,103,58.7,61,0.7,NA,Low
2020-03-06,60,59,62,0.9,NA,Low
2020-03-06,109,59.2,63,1,NA,Low
2020-03-06,193,59.5,64,0.8,NA,Low
2020-03-06,384,58.7,57,1,NA,Low
2020-03-06,520,56.6,49,1.6,NA,Low
2020-03-06,561,54,43,1,NA,Low
2020-03-06,742,52,39,1.2,NA,Low
2020-03-06,933,50,38,1.5,NA,Low
2020-03-06,1111,49.1,32,1.2,NA,Medium
2020-03-06,1294,47.9,29,2.3,NA,Low
2020-03-06,1514,46.8,23,2.8,NA,Medium
2020-03-06,1440,46.3,28,2.1,NA,Medium
2020-03-06,1272,47.9,34,2.5,NA,Medium
2020-03-06,934,49.4,42,2.8,NA,Low
2020-03-06,718,51.2,49,3.2,NA,Low
2020-03-06,688,52.1,54,2.3,NA,Low
2020-03-06,624,52.6,54,2,NA,Low
2020-03-06,562,53,55,2.7,NA,Low
2020-03-06,422,53.6,59,1.1,NA,Low
2020-03-07,407,54.1,56,1.1,NA,Low
2020-03-07,309,54.3,55,1.4,NA,Low
2020-03-07,226,54.5,56,1.2,NA,Low
2020-03-07,174,54.5,57,1.1,NA,Low
2020-03-07,106,54.4,55,0.4,NA,Low
2020-03-07,67,54.4,55,1.2,NA,Low
2020-03-07,73,54.3,54,1.7,NA,Low
2020-03-07,152,54.5,58,1,NA,Low
2020-03-07,293,54.1,58,1.8,NA,Low
2020-03-07,398,53.7,53,0.5,NA,Low
2020-03-07,460,52.8,53,1.6,NA,Low
2020-03-07,587,51.5,49,0.7,NA,Low
2020-03-07,751,50.2,46,1.2,NA,Low
2020-03-07,881,49.4,43,1.3,NA,Medium
2020-03-07,993,49,41,1.1,NA,Low
2020-03-07,1128,48,37,0.8,NA,Low
2020-03-07,1059,47.7,30,1.6,NA,Medium
2020-03-07,603,48.9,42,2.2,NA,Low
2020-03-07,365,49.6,47,0.4,NA,Low
2020-03-07,237,50,53,1.7,NA,Low
2020-03-07,146,50.8,66,1.1,NA,Low
2020-03-07,71,51.2,72,0.9,NA,Low
2020-03-07,70,51.9,76,0.8,NA,Low
2020-03-07,53,52.6,80,1.3,NA,Low
2020-03-08,67,53,81,1.1,0.5,Low
2020-03-08,38,53.3,84,0.8,NA,Low
2020-03-08,28,53.4,86,0.6,NA,Low
2020-03-08,12,53.5,88,0.9,0.3,Low
2020-03-08,9,53.7,90,1,NA,Low
2020-03-08,27,53.8,89,1.5,NA,Low
2020-03-08,91,53.5,88,1.2,0.2,Low
2020-03-08,370,53.5,88,1.4,NA,Low
2020-03-08,592,52.7,84,2.2,NA,Low
2020-03-08,387,51.8,81,2.7,0.5,Low
2020-03-08,292,50.9,77,2.7,NA,Low
2020-03-08,393,49.8,65,3.3,NA,Low
2020-03-08,403,49.8,58,3.5,NA,Low
2020-03-08,387,49.9,61,3.7,NA,Low
2020-03-08,326,49.9,59,3.3,NA,Low
2020-03-08,263,50.2,57,3,NA,Low
2020-03-08,271,51.1,63,3,NA,Low
2020-03-08,605,51.5,59,2.7,NA,Low
2020-03-08,1200,51.4,55,2.4,NA,Low
2020-03-08,818,51.6,51,3.3,NA,Low
2020-03-08,711,51.7,47,3.1,NA,Low
2020-03-08,731,52,47,3.3,NA,Low
2020-03-08,565,52.4,48,3.1,NA,Low
2020-03-08,382,53.1,44,3.3,NA,Low
2020-03-09,297,53.7,42,3.3,NA,Low
2020-03-09,243,54.5,42,3.1,NA,Low
2020-03-09,165,54.9,44,3.4,NA,Low
2020-03-09,95,55.3,44,3.8,NA,Low
2020-03-09,69,55.6,44,3.1,NA,Low
2020-03-09,92,55.9,42,3.1,NA,Low
2020-03-09,235,56.1,43,3.4,NA,Low
2020-03-09,677,56.2,44,4.1,NA,Low
2020-03-09,1212,55.7,43,4.2,NA,Low
2020-03-09,661,54.3,38,3.9,NA,Low
2020-03-09,418,52.6,35,3.5,NA,Low
2020-03-09,488,51.6,34,3.6,NA,Low
2020-03-09,522,51,33,3.1,NA,Low
2020-03-09,516,52,37,3.4,NA,Low
2020-03-09,478,52.7,38,3.4,NA,Low
2020-03-09,492,53.5,39,3.3,NA,Low
2020-03-09,518,54.4,42,4.2,NA,Low
2020-03-09,719,55.1,43,4.3,NA,Low
2020-03-09,1111,55.9,43,3.5,NA,Low
2020-03-09,716,56.8,45,3.7,NA,Low
2020-03-09,543,57.3,45,3.3,NA,Low
2020-03-09,494,57.7,40,3.3,NA,Low
2020-03-09,460,58,37,2.7,NA,Low
2020-03-09,294,58.2,37,2.3,NA,Low
2020-03-10,240,58.4,39,2.3,NA,Low
2020-03-10,223,58.5,40,2.8,NA,Low
2020-03-10,147,58.6,40,2.9,NA,Low
2020-03-10,82,58.7,40,2.1,NA,Low
2020-03-10,70,58.7,39,2.3,NA,Low
2020-03-10,80,58.7,40,2.3,NA,Low
2020-03-10,209,58.6,42,1.7,NA,Low
2020-03-10,605,58.6,43,1.5,NA,Low
2020-03-10,1097,58.4,42,1.8,NA,Low
2020-03-10,614,57.5,40,1.9,NA,Low
2020-03-10,374,56.4,37,1.3,NA,Low
2020-03-10,339,55.2,35,2.1,NA,Low
2020-03-10,333,55.2,51,2.2,NA,Low
2020-03-10,196,56,64,2,NA,Low
2020-03-10,117,58.1,89,1.5,NA,Low
2020-03-10,184,57.8,85,1.3,0.5,Low
2020-03-10,241,57.6,79,1.9,NA,Low
2020-03-10,319,57.5,78,2,NA,Low
2020-03-10,615,58,77,1.3,NA,Low
2020-03-10,402,58,81,0.7,NA,Low
2020-03-10,120,58.3,85,1.3,NA,Low
2020-03-10,231,58.8,92,0.7,0.5,Low
2020-03-10,320,58.8,87,0.9,NA,Low
2020-03-10,226,58.5,86,1.2,NA,Low
2020-03-11,243,58.4,86,1.7,NA,Low
2020-03-11,247,58.4,85,2,NA,Low
2020-03-11,173,58.5,86,2.5,NA,Low
2020-03-11,107,58.7,87,1.7,NA,Low
2020-03-11,75,58.7,87,2.2,NA,Low
2020-03-11,81,58.9,88,0.9,NA,Low
2020-03-11,212,59.2,88,1,NA,Low
2020-03-11,600,59.4,85,1.5,NA,Low
2020-03-11,1174,58.9,79,1.7,NA,Low
2020-03-11,653,57.5,67,1.3,NA,Low
2020-03-11,446,55.1,56,1.9,NA,Low
2020-03-11,565,53.1,46,2.1,NA,Low
2020-03-11,668,51.7,36,2.5,NA,Low
2020-03-11,648,50.1,29,3.2,NA,Low
