Limit_Bal,Education,Marriage,Age,Pay_0,Bill_Amt1,Pay_Amt1,Payment,Card
240000,High school,single,35,ontime,4215,0,Paid,Normal
80000,University,single,33,Delay0,69963,5000,Paid,Gold
360000,High school,married,45,Delay0,167370,20000,Paid,Normal
300000,University,married,31,ontime,3862,0,Paid,Normal
390000,Graduate school,single,29,unknown,0,0,Paid,Normal
320000,Graduate school,married,37,ontime,14515,0,Missed,Gold
220000,Graduate school,married,26,Delay0,52593,15000,Paid,Normal
340000,Graduate school,single,29,Delay0,132024,6400,Paid,Normal
90000,University,married,32,Delay1,0,323,Paid,Normal
130000,University,single,33,Delay0,7547,1011,Paid,Normal
160000,University,married,37,Delay2,833,833,Missed,Gold
280000,Graduate school,married,38,unknown,101259,7259,Missed,Gold
310000,University,single,38,ontime,1276,3666,Paid,Normal
130000,University,single,29,Delay0,30857,13333,Paid,Gold
180000,University,married,30,Delay0,149218,10915,Paid,Normal
30000,University,married,39,Delay1,30559,129,Paid,Gold
170000,University,single,34,ontime,8069,2855,Missed,Normal
240000,Graduate school,married,29,ontime,17882,403,Paid,Gold
70000,Graduate school,single,31,Delay0,52440,5000,Paid,Gold
110000,Graduate school,single,28,Delay1,-100,500,Missed,Normal
20000,High school,married,23,Delay1,14428,480,Missed,Normal
210000,Graduate school,single,30,ontime,7056,3033,Paid,Normal
20000,University,single,21,Delay0,20040,1499,Paid,Normal
360000,University,married,43,ontime,1999,10145,Paid,Normal
80000,High school,married,59,Delay0,71720,3234,Paid,Gold
170000,Graduate school,single,34,Delay0,55623,2253,Paid,Normal
70000,University,single,30,Delay0,3878,1300,Paid,Normal
110000,University,married,30,Delay0,26000,1500,Paid,Gold
10000,Graduate school,single,27,Delay0,8128,1400,Paid,Normal
60000,Graduate school,single,23,Delay0,17191,1700,Paid,Normal
220000,Graduate school,married,39,Delay0,38647,2017,Paid,Gold
50000,Graduate school,single,33,Delay0,21171,2028,Paid,Gold
50000,University,single,22,Delay0,1470,627,Paid,Normal
70000,University,single,26,Delay0,23790,1425,Paid,Normal
180000,University,single,26,Delay0,145574,3907,Paid,Gold
60000,Graduate school,single,31,Delay2,60705,3200,Missed,Gold
100000,University,married,40,Delay2,44421,2100,Missed,Normal
500000,University,single,28,Delay0,24677,7013,Paid,Gold
50000,University,single,38,Delay0,26533,1000,Paid,Gold
340000,University,single,27,ontime,24583,1964,Paid,Normal
450000,Graduate school,single,31,ontime,3960,4412,Paid,Gold
160000,Graduate school,single,31,ontime,813,1351,Paid,Gold
180000,University,married,33,Delay0,177017,20135,Paid,Gold
50000,University,married,25,Delay1,-8,18631,Missed,Gold
500000,University,married,38,Delay1,91662,0,Paid,Gold
80000,University,single,23,ontime,3796,7913,Paid,Normal
280000,High school,married,49,ontime,4792,3410,Paid,Gold
240000,other,married,41,Delay2,239633,9000,Paid,Normal
20000,Graduate school,single,24,Delay0,15036,1580,Paid,Normal
50000,University,single,27,Delay0,46858,2000,Paid,Gold
100000,Graduate school,married,42,Delay2,46195,2000,Missed,Normal
80000,University,single,34,Delay1,84054,3,Missed,Normal
150000,Graduate school,single,40,ontime,7296,1819,Missed,Normal
220000,University,single,30,Delay1,105348,4268,Missed,Gold
270000,University,single,34,Delay0,131310,6000,Paid,Normal
230000,High school,single,25,Delay0,26214,2000,Paid,Normal
140000,University,married,30,Delay0,106298,6451,Missed,Normal
180000,University,single,40,ontime,4289,1000,Paid,Gold
140000,University,single,27,Delay1,28332,0,Paid,Normal
30000,University,single,35,Delay0,20290,5100,Missed,Gold
80000,University,married,36,Delay0,25028,3033,Paid,Gold
140000,University,single,30,Delay0,131026,5006,Paid,Gold
20000,High school,single,38,Delay0,18878,1318,Paid,Gold
360000,Graduate school,married,37,ontime,797,360,Paid,Gold
130000,Graduate school,single,28,unknown,9821,8611,Missed,Normal
70000,Graduate school,married,36,Delay1,31919,0,Missed,Normal
300000,Graduate school,single,41,ontime,2930,1610,Paid,Gold
500000,University,single,32,unknown,71731,25487,Paid,Gold
20000,University,single,30,Delay0,39508,2546,Paid,Gold
140000,University,married,45,ontime,104144,5200,Missed,Gold
400000,University,single,27,Delay1,0,0,Paid,Normal
30000,University,single,28,Delay0,15280,1500,Missed,Normal
50000,Graduate school,married,33,Delay2,12632,1000,Paid,Gold
380000,University,married,38,Delay0,88112,4569,Paid,Gold
360000,University,single,27,unknown,5497,3000,Missed,Normal
620000,Graduate school,single,52,ontime,31400,32335,Paid,Normal
200000,High school,married,69,Delay0,83858,3207,Paid,Gold
20000,University,married,25,ontime,19744,0,Missed,Normal
170000,Graduate school,single,29,ontime,5539,1147,Missed,Normal
250000,Graduate school,single,26,Delay0,195126,9500,Paid,Normal
120000,University,single,25,Delay1,0,0,Missed,Normal
150000,High school,married,46,Delay0,96396,4073,Paid,Gold
200000,High school,married,41,Delay2,199802,9231,Paid,Normal
200000,Graduate school,married,39,Delay0,91415,20387,Paid,Gold
180000,Graduate school,married,44,Delay0,97925,4303,Paid,Normal
500000,Graduate school,single,34,Delay0,119451,26000,Paid,Normal
20000,University,single,24,Delay0,13867,1500,Paid,Normal
500000,University,married,39,Delay0,342548,8628,Missed,Gold
80000,Graduate school,married,47,ontime,15739,17253,Paid,Normal
80000,High school,single,23,Delay0,71988,6200,Paid,Normal
360000,Graduate school,single,30,Delay0,36590,1400,Paid,Gold
230000,Graduate school,single,28,ontime,12089,2306,Paid,Normal
70000,University,single,32,Delay3,21986,0,Missed,Gold
20000,University,single,25,unknown,1000,0,Paid,Gold
250000,University,married,37,Delay0,215928,9510,Paid,Normal
400000,University,single,33,Delay0,61705,3000,Paid,Gold
420000,Graduate school,married,30,ontime,3790,19292,Paid,Normal
320000,University,single,37,Delay0,31989,5001,Paid,Gold
30000,Graduate school,single,25,Delay0,29108,1800,Missed,Gold
470000,Graduate school,single,30,Delay0,290137,15128,Paid,Gold
70000,Graduate school,single,31,Delay1,65779,3000,Missed,Gold
70000,University,single,23,ontime,18193,1352,Missed,Normal
30000,Graduate school,single,25,Delay0,22399,5000,Paid,Normal
30000,University,married,22,Delay1,14274,1000,Missed,Normal
30000,University,married,45,Delay2,30330,1400,Missed,Normal
70000,University,single,35,Delay0,67306,3400,Paid,Gold
20000,High school,single,50,Delay0,16350,1300,Paid,Normal
210000,University,single,31,Delay2,200332,0,Missed,Gold
170000,Graduate school,married,36,ontime,1000,1000,Paid,Normal
300000,University,single,31,ontime,86267,78580,Paid,Gold
10000,University,single,24,Delay0,7199,1350,Missed,Normal
50000,Graduate school,single,24,unknown,220,220,Paid,Normal
200000,University,married,30,Delay1,35706,1500,Paid,Normal
220000,Graduate school,single,36,ontime,2978,125,Paid,Normal
400000,University,married,34,ontime,14986,25772,Paid,Normal
260000,Graduate school,single,30,ontime,449,1340,Paid,Normal
10000,University,married,37,Delay0,10000,7419,Paid,Normal
140000,Graduate school,single,28,Delay0,23702,1457,Paid,Gold
50000,High school,single,43,Delay0,97348,3711,Paid,Gold
330000,University,married,42,Delay0,18516,10000,Paid,Normal
130000,Graduate school,single,29,unknown,-200,0,Missed,Normal
360000,Graduate school,single,33,unknown,0,883,Paid,Normal
450000,Graduate school,single,28,ontime,9845,3000,Paid,Gold
500000,Graduate school,single,36,ontime,15401,23128,Paid,Gold
240000,University,married,33,ontime,8383,3470,Paid,Gold
60000,University,single,29,Delay1,9045,1000,Paid,Normal
340000,University,married,42,Delay0,76166,10000,Paid,Gold
500000,University,married,53,ontime,7855,17512,Paid,Normal
270000,University,married,33,Delay0,121065,3500,Missed,Normal
50000,University,single,33,Delay0,24060,1400,Paid,Gold
20000,High school,single,29,Delay0,11455,2000,Paid,Gold
130000,Graduate school,married,36,ontime,9164,4605,Paid,Normal
200000,Graduate school,married,55,Delay0,110778,3796,Missed,Normal
360000,University,single,25,Delay0,336179,6781,Paid,Normal
90000,University,married,55,Delay0,15000,1055,Missed,Normal
200000,Graduate school,married,50,ontime,1662,2482,Paid,Normal
80000,Graduate school,married,43,ontime,21057,2282,Paid,Normal
30000,High school,married,45,Delay1,29334,0,Paid,Normal
50000,University,single,28,Delay0,48566,2000,Paid,Gold
50000,University,single,33,Delay0,53282,3000,Missed,Gold
450000,Graduate school,married,69,ontime,2000,0,Missed,Normal
130000,University,married,37,Delay0,3811,5000,Missed,Normal
350000,Graduate school,single,33,Delay0,53562,2045,Paid,Gold
20000,High school,single,22,unknown,20732,2,Missed,Gold
170000,University,single,27,Delay0,21958,1300,Paid,Gold
240000,University,married,38,Delay1,47320,0,Paid,Normal
130000,Graduate school,single,30,Delay0,77939,3916,Paid,Gold
360000,Graduate school,married,28,Delay1,0,0,Paid,Normal
10000,University,single,26,Delay1,9526,0,Paid,Gold
10000,High school,married,42,Delay2,8965,1228,Missed,Normal
200000,High school,single,70,ontime,7109,10025,Paid,Normal
150000,University,married,35,Delay0,39883,1806,Paid,Normal
50000,other,single,33,Delay0,47423,1600,Paid,Gold
40000,University,single,26,Delay1,39826,1900,Paid,Gold
400000,Graduate school,single,42,unknown,4279,101319,Paid,Gold
80000,University,single,25,ontime,832,0,Missed,Gold
50000,University,single,28,ontime,2809,0,Paid,Gold
170000,University,single,42,Delay0,142118,7040,Paid,Gold
190000,High school,single,34,Delay0,47713,3000,Paid,Gold
20000,University,married,62,Delay0,19724,1000,Missed,Gold
30000,Graduate school,single,23,Delay1,12271,0,Paid,Normal
20000,Graduate school,single,29,Delay0,14492,1500,Paid,Gold
390000,University,single,48,Delay0,171189,10000,Paid,Normal
100000,High school,single,66,Delay0,82583,3035,Missed,Normal
50000,University,married,34,Delay0,44849,2550,Missed,Gold
120000,High school,married,54,Delay0,67094,3000,Paid,Normal
80000,Graduate school,single,24,ontime,329,500,Paid,Normal
340000,University,single,39,Delay0,132749,5290,Paid,Normal
110000,University,single,23,Delay0,111271,6000,Paid,Normal
90000,University,married,42,ontime,390,0,Paid,Normal
10000,University,single,26,Delay0,2989,2000,Missed,Gold
160000,University,single,28,unknown,0,0,Paid,Gold
170000,Graduate school,single,34,Delay1,23535,0,Paid,Gold
440000,University,married,28,unknown,8325,0,Paid,Normal
310000,Graduate school,single,32,Delay0,6023,18000,Paid,Gold
110000,University,married,55,Delay0,106670,6000,Paid,Gold
50000,High school,single,23,Delay1,0,0,Paid,Gold
100000,Graduate school,married,39,Delay2,97284,4700,Missed,Normal
350000,Graduate school,single,29,Delay0,42518,1740,Paid,Normal
310000,University,single,27,Delay1,192910,0,Paid,Normal
120000,University,married,40,Delay0,109399,3900,Paid,Normal
50000,High school,married,25,Delay1,-1159,48000,Paid,Normal
300000,Graduate school,single,32,Delay1,10566,1200,Paid,Gold
130000,University,single,29,Delay2,172094,0,Paid,Normal
260000,Graduate school,single,30,ontime,1943,855,Paid,Gold
490000,Graduate school,single,35,unknown,-13,2652,Paid,Gold
500000,Graduate school,married,43,ontime,14872,53421,Paid,Gold
30000,Graduate school,single,25,unknown,9634,7,Paid,Normal
60000,Graduate school,single,31,Delay0,32632,2000,Missed,Normal
140000,University,married,45,Delay0,55444,3000,Paid,Normal
180000,Graduate school,single,30,Delay0,149525,7320,Paid,Normal
20000,Graduate school,single,23,Delay0,18436,1500,Paid,Gold
50000,University,married,29,Delay0,40117,6138,Missed,Normal
400000,University,single,30,Delay2,24054,1624,Paid,Normal
20000,High school,single,24,Delay1,0,5536,Paid,Gold
430000,University,married,43,ontime,8894,11198,Paid,Normal
400000,Graduate school,married,32,unknown,110,587,Paid,Normal
200000,University,single,36,ontime,694,2721,Missed,Normal
10000,University,single,22,ontime,656,10128,Paid,Normal
80000,High school,single,43,Delay2,76292,3006,Paid,Gold
140000,Graduate school,single,28,Delay0,115743,5000,Paid,Normal
20000,University,single,28,Delay2,24611,0,Missed,Normal
340000,University,married,33,Delay2,411,11038,Paid,Normal
230000,University,married,44,ontime,5630,390,Missed,Normal
120000,University,married,37,ontime,200,0,Paid,Normal
210000,Graduate school,married,34,Delay0,8011,1126,Paid,Normal
80000,Graduate school,single,25,Delay0,45392,5000,Paid,Normal
150000,Graduate school,single,31,ontime,3084,0,Paid,Gold
130000,University,married,53,Delay0,126750,5996,Paid,Normal
20000,Graduate school,single,35,ontime,17007,0,Missed,Gold
200000,University,married,29,Delay0,204541,7186,Paid,Normal
200000,Graduate school,single,29,ontime,99,99,Paid,Gold
80000,Graduate school,single,22,Delay0,78028,3200,Paid,Normal
80000,University,single,30,ontime,2688,2208,Missed,Gold
500000,Graduate school,married,44,ontime,150758,63256,Paid,Gold
50000,University,married,43,Delay2,15641,0,Missed,Gold
200000,Graduate school,married,44,ontime,798,4150,Paid,Normal
80000,University,married,45,Delay0,4089,1042,Paid,Gold
50000,University,single,26,Delay0,47169,1804,Paid,Gold
130000,University,single,37,Delay0,117471,3857,Paid,Gold
310000,Graduate school,married,35,ontime,2948,62635,Paid,Normal
190000,University,married,37,Delay2,2461,8040,Missed,Gold
100000,University,single,29,Delay0,70878,3100,Missed,Gold
230000,Graduate school,married,38,ontime,2130,62469,Paid,Normal
70000,University,single,25,Delay0,66174,3000,Missed,Normal
500000,Graduate school,married,30,Delay0,8371,1015,Paid,Normal
50000,University,married,36,Delay2,49732,0,Missed,Gold
120000,University,single,35,Delay1,0,0,Paid,Gold
80000,University,married,39,Delay0,51644,3000,Paid,Normal
50000,University,married,34,Delay0,11367,3000,Paid,Normal
350000,University,single,51,Delay0,39943,1859,Paid,Gold
60000,University,single,29,Delay0,60000,3100,Paid,Normal
200000,Graduate school,married,47,ontime,935,1418,Missed,Normal
50000,University,single,23,Delay0,45078,3000,Paid,Normal
90000,University,married,43,unknown,7489,5833,Paid,Normal
360000,University,single,31,ontime,744,9667,Paid,Gold
440000,University,single,25,Delay2,225416,0,Missed,Normal
170000,University,married,52,Delay0,168516,6791,Paid,Normal
190000,University,married,33,Delay0,142272,8007,Paid,Normal
290000,Graduate school,single,29,Delay1,0,0,Missed,Gold
210000,Graduate school,single,37,Delay1,0,1422,Paid,Gold
20000,Graduate school,single,24,Delay0,3395,2296,Missed,Gold
400000,Graduate school,married,35,unknown,10043,18057,Paid,Normal
360000,Graduate school,married,32,Delay1,0,0,Missed,Normal
250000,Graduate school,married,53,Delay1,0,4190,Missed,Gold
30000,University,married,30,Delay0,27836,2000,Paid,Gold
280000,Graduate school,married,47,Delay0,257561,20000,Paid,Normal
70000,High school,married,59,Delay2,68766,3700,Missed,Normal
70000,Graduate school,single,26,Delay0,35666,5000,Paid,Gold
20000,University,single,47,Delay0,14591,1900,Paid,Gold
350000,Graduate school,single,32,ontime,15179,4983,Paid,Gold
200000,Graduate school,single,37,Delay0,21111,5000,Paid,Normal
90000,High school,single,25,Delay0,6822,1172,Missed,Gold
100000,Graduate school,married,52,Delay0,4740,2000,Paid,Normal
50000,University,married,22,Delay0,48255,2400,Paid,Normal
280000,High school,married,51,unknown,2158,0,Paid,Normal
50000,High school,married,38,Delay1,51106,0,Missed,Gold
120000,University,single,29,unknown,3570,0,Missed,Normal
100000,High school,single,25,Delay2,96889,8513,Missed,Gold
130000,University,single,29,ontime,3920,4000,Paid,Gold
200000,Graduate school,single,30,Delay0,196845,8990,Paid,Normal
350000,Graduate school,single,34,Delay0,147070,7331,Paid,Gold
20000,Graduate school,single,44,Delay0,19018,1327,Paid,Normal
150000,Graduate school,single,32,Delay0,125995,5000,Paid,Normal
130000,Graduate school,married,30,Delay0,9255,1204,Paid,Normal
330000,Graduate school,single,34,Delay0,173630,8000,Paid,Normal
80000,University,other,52,Delay0,63134,2087,Paid,Normal
10000,other,single,35,Delay3,10281,25,Paid,Gold
360000,Graduate school,single,29,Delay1,-1808,0,Paid,Gold
120000,Graduate school,married,36,Delay0,43488,2000,Paid,Gold
20000,University,single,22,Delay0,7130,1177,Paid,Normal
280000,Graduate school,single,35,ontime,199,0,Paid,Normal
100000,University,married,45,unknown,0,0,Paid,Normal
70000,University,single,31,Delay0,63441,1789,Paid,Gold
350000,Graduate school,married,31,unknown,7914,4221,Paid,Normal
50000,University,married,36,Delay0,22430,2000,Paid,Gold
470000,Graduate school,single,35,ontime,37342,2500,Paid,Normal
350000,Graduate school,single,31,Delay0,297967,100066,Paid,Gold
140000,Graduate school,single,56,Delay0,140630,6100,Paid,Gold
140000,University,single,23,Delay0,49235,2517,Paid,Normal
380000,Graduate school,single,27,ontime,73903,2924,Paid,Gold
50000,University,single,24,Delay1,33991,0,Missed,Gold
260000,High school,married,48,Delay0,97908,2980,Paid,Normal
20000,High school,married,25,Delay1,19045,2000,Paid,Normal
190000,High school,married,39,ontime,157,0,Paid,Normal
220000,University,married,39,Delay5,187665,0,Paid,Gold
230000,Graduate school,single,36,Delay0,111691,8000,Paid,Normal
20000,University,married,43,Delay0,7470,1145,Paid,Normal
100000,University,married,52,Delay0,21641,2000,Paid,Gold
150000,Graduate school,single,26,ontime,38052,0,Paid,Normal
320000,Graduate school,single,28,ontime,11684,1135,Paid,Normal
50000,University,married,33,Delay0,76025,3750,Missed,Normal
50000,University,single,53,Delay0,50302,2100,Paid,Gold
370000,University,single,39,Delay0,181221,10073,Paid,Normal
150000,Graduate school,married,37,ontime,58337,0,Paid,Normal
200000,University,married,40,ontime,390,390,Missed,Normal
200000,University,married,34,ontime,170,1525,Missed,Gold
30000,University,single,37,Delay0,1197,2600,Missed,Gold
200000,University,single,46,Delay0,121198,4593,Paid,Normal
200000,Graduate school,single,26,unknown,0,1516,Paid,Gold
240000,University,single,26,Delay0,138859,5308,Missed,Normal
40000,University,married,24,Delay2,28953,6918,Missed,Normal
140000,Graduate school,single,31,Delay0,97448,1413,Paid,Gold
50000,University,single,35,Delay0,50497,2011,Paid,Gold
50000,High school,married,48,Delay0,38031,2000,Paid,Normal
160000,University,single,25,ontime,227,861,Paid,Normal
140000,Graduate school,single,32,ontime,12319,0,Paid,Gold
240000,High school,married,28,Delay0,230184,9000,Missed,Normal
230000,Graduate school,single,29,ontime,495,466,Paid,Normal
200000,University,single,32,Delay0,165074,10000,Paid,Normal
50000,Graduate school,married,49,Delay0,44767,5001,Paid,Normal
360000,Graduate school,single,30,ontime,23725,61137,Paid,Normal
500000,Graduate school,married,42,Delay1,0,0,Paid,Normal
20000,High school,single,22,Delay1,18977,0,Paid,Gold
80000,University,single,30,Delay2,73113,3300,Paid,Gold
30000,Graduate school,married,44,unknown,616,0,Paid,Normal
80000,University,married,35,Delay0,14376,1435,Paid,Normal
30000,University,married,52,Delay0,27101,4110,Paid,Normal
200000,High school,married,48,unknown,0,0,Paid,Normal
240000,other,single,29,Delay0,219419,7000,Paid,Gold
280000,University,single,29,Delay0,255317,9439,Missed,Gold
170000,University,single,33,ontime,1547,0,Paid,Normal
100000,High school,single,44,Delay0,89988,3852,Paid,Normal
70000,University,single,24,Delay0,65508,4000,Missed,Normal
110000,University,other,27,Delay0,91538,3354,Paid,Normal
100000,High school,single,27,Delay0,83587,3151,Paid,Normal
80000,Graduate school,single,39,Delay2,78246,3000,Missed,Gold
300000,University,married,33,ontime,1496,1500,Paid,Normal
150000,Graduate school,married,40,unknown,52097,2000,Paid,Normal
150000,University,single,26,Delay0,69358,4213,Paid,Gold
10000,High school,married,52,Delay1,6969,0,Missed,Gold
210000,Graduate school,single,35,unknown,0,0,Paid,Normal
20000,University,single,25,Delay0,19770,1465,Missed,Gold
20000,University,married,38,Delay0,6715,1287,Paid,Gold
80000,High school,married,48,Delay2,63695,6056,Paid,Normal
270000,University,married,49,unknown,-173,0,Paid,Gold
200000,Graduate school,married,33,unknown,0,225,Paid,Normal
200000,Graduate school,married,34,ontime,2727,1332,Paid,Gold
10000,University,single,34,Delay0,9323,1000,Paid,Gold
360000,Graduate school,single,34,ontime,5275,24267,Paid,Gold
20000,University,married,40,Delay1,20138,0,Missed,Gold
40000,Graduate school,married,27,Delay0,40856,2023,Paid,Normal
110000,High school,married,50,Delay0,109192,4300,Paid,Gold
50000,High school,married,50,Delay0,63889,2800,Paid,Gold
100000,Graduate school,single,28,Delay0,46430,2000,Paid,Normal
50000,University,single,21,Delay0,21023,3000,Paid,Gold
30000,High school,married,23,Delay2,15955,0,Missed,Normal
20000,Graduate school,single,23,Delay2,7040,1128,Missed,Gold
100000,University,married,44,Delay2,30094,1800,Missed,Gold
80000,University,married,24,ontime,1462,1502,Paid,Normal
120000,Graduate school,single,29,Delay0,118303,3358,Missed,Gold
30000,University,single,36,ontime,3024,3462,Paid,Gold
80000,other,married,25,unknown,59366,15027,Paid,Gold
170000,Graduate school,single,30,Delay1,0,0,Missed,Normal
20000,Graduate school,married,40,Delay0,30832,3500,Paid,Gold
50000,High school,married,36,Delay0,46311,2014,Paid,Normal
300000,Graduate school,married,31,Delay0,149893,7000,Paid,Normal
20000,Graduate school,single,26,Delay2,300,0,Missed,Normal
130000,University,single,29,Delay0,29252,2000,Paid,Gold
500000,University,married,41,ontime,2503,1043,Paid,Normal
30000,University,single,41,ontime,9736,1182,Paid,Gold
180000,University,married,41,Delay0,139184,6411,Paid,Normal
340000,Graduate school,single,33,ontime,8427,10300,Paid,Gold
480000,Graduate school,single,29,Delay1,0,0,Paid,Normal
80000,University,single,30,Delay1,0,0,Paid,Normal
140000,High school,single,24,Delay0,20923,1633,Paid,Normal
180000,High school,single,30,Delay0,105873,5000,Paid,Normal
30000,University,single,30,Delay0,16570,3000,Paid,Normal
290000,Graduate school,other,55,Delay0,7970,2482,Missed,Gold
110000,High school,single,45,Delay0,9242,5000,Paid,Normal
60000,Graduate school,single,25,Delay0,24200,11000,Paid,Gold
80000,Graduate school,married,35,ontime,3614,0,Paid,Normal
110000,Graduate school,single,25,Delay0,64155,2621,Paid,Gold
20000,University,married,42,Delay1,17614,0,Missed,Gold
150000,High school,single,31,ontime,4213,5914,Paid,Gold
240000,High school,married,44,ontime,24469,11511,Paid,Normal
400000,Graduate school,married,44,Delay0,18432,6838,Paid,Gold
120000,Graduate school,married,34,Delay2,97463,4000,Missed,Gold
330000,Graduate school,single,39,Delay0,365672,12350,Paid,Gold
30000,University,single,29,ontime,390,390,Paid,Gold
100000,High school,married,55,Delay2,435,435,Paid,Gold
140000,Graduate school,single,37,ontime,291,291,Paid,Gold
50000,other,single,33,Delay0,45226,1618,Paid,Gold
310000,Graduate school,single,37,unknown,0,0,Missed,Gold
160000,High school,married,49,unknown,741,6339,Paid,Normal
110000,Graduate school,single,25,unknown,86107,0,Paid,Normal
20000,University,married,45,unknown,1651,0,Paid,Gold
30000,High school,single,23,ontime,528,913,Paid,Normal
50000,University,married,47,Delay1,0,835,Paid,Gold
20000,High school,single,24,Delay0,13470,1500,Missed,Gold
220000,Graduate school,single,36,ontime,1838,923,Paid,Normal
460000,Graduate school,single,36,ontime,11469,13766,Paid,Gold
150000,Graduate school,single,34,Delay1,0,0,Missed,Normal
50000,High school,married,53,Delay0,20211,36396,Paid,Normal
100000,Graduate school,married,32,Delay2,98033,4620,Paid,Normal
260000,Graduate school,married,50,Delay0,115937,5800,Paid,Gold
50000,High school,married,41,Delay4,52955,0,Missed,Gold
50000,University,single,27,Delay0,46465,2367,Paid,Normal
240000,Graduate school,single,34,ontime,4970,0,Paid,Normal
230000,High school,single,24,Delay0,82066,4000,Paid,Gold
90000,University,single,28,Delay0,69186,5000,Paid,Normal
20000,University,single,22,Delay0,5473,2300,Paid,Normal
70000,High school,single,25,Delay0,68658,4500,Paid,Normal
260000,Graduate school,single,29,Delay0,128208,17000,Paid,Gold
20000,University,single,35,Delay1,14181,0,Missed,Normal
150000,University,single,29,Delay0,94409,5000,Paid,Normal
200000,High school,single,51,Delay0,196875,7657,Paid,Normal
50000,Graduate school,single,57,Delay0,50770,1814,Paid,Gold
210000,University,married,39,ontime,1443,1443,Paid,Gold
360000,Graduate school,single,27,ontime,759,5702,Paid,Gold
30000,University,single,34,Delay1,23860,0,Paid,Normal
170000,University,single,35,Delay0,13500,1315,Paid,Normal
500000,University,single,32,Delay0,44462,7000,Paid,Normal
80000,University,single,31,Delay0,45605,1800,Paid,Gold
70000,University,single,24,Delay3,63000,3000,Missed,Gold
100000,High school,single,26,Delay0,30627,2326,Paid,Gold
300000,University,married,26,ontime,316,316,Paid,Normal
200000,University,married,49,ontime,3024,10000,Paid,Normal
190000,Graduate school,single,30,ontime,25953,1698,Paid,Gold
30000,High school,married,43,Delay0,23101,1481,Paid,Normal
230000,High school,married,58,Delay1,0,0,Paid,Normal
80000,Graduate school,married,46,Delay0,39115,2000,Paid,Gold
280000,Graduate school,single,36,Delay1,124,0,Paid,Normal
140000,Graduate school,single,29,Delay1,144922,17,Paid,Normal
30000,High school,married,35,Delay2,27160,0,Missed,Normal
30000,University,married,36,Delay2,16818,4000,Missed,Normal
20000,University,married,51,Delay0,18673,1297,Paid,Gold
230000,University,married,30,ontime,3686,5619,Paid,Normal
20000,University,single,23,Delay0,16831,4183,Missed,Gold
360000,Graduate school,single,27,Delay0,21275,1800,Missed,Normal
60000,Graduate school,single,24,Delay0,56119,2664,Paid,Normal
20000,University,single,48,Delay0,14218,1562,Missed,Normal
500000,Graduate school,married,44,ontime,367,16652,Paid,Gold
380000,University,married,39,unknown,0,4107,Paid,Gold
160000,Graduate school,single,27,Delay1,-1860,0,Paid,Gold
170000,Graduate school,single,48,Delay2,2400,0,Paid,Gold
430000,Graduate school,single,29,Delay0,67336,3261,Paid,Normal
320000,Graduate school,married,39,ontime,8374,17634,Paid,Gold
180000,Graduate school,married,31,ontime,1100,860,Missed,Gold
50000,University,single,42,ontime,47612,2113,Paid,Gold
60000,University,single,29,Delay2,47631,2000,Paid,Gold
360000,High school,single,38,Delay1,-507,1502,Paid,Normal
80000,University,single,23,Delay0,80998,4500,Paid,Normal
50000,High school,married,41,unknown,26948,5017,Paid,Gold
200000,University,single,37,Delay2,214261,8000,Paid,Normal
460000,Graduate school,single,36,ontime,58312,36570,Paid,Normal
130000,University,single,23,Delay0,78426,3000,Paid,Normal
440000,University,single,29,Delay0,430990,18887,Paid,Gold
280000,University,single,38,Delay2,168581,6000,Missed,Gold
20000,High school,single,39,Delay0,6530,8389,Paid,Gold
60000,University,single,24,Delay0,57925,2100,Paid,Normal
210000,University,single,38,Delay0,194358,8000,Paid,Normal
100000,High school,single,46,Delay0,56009,3000,Paid,Normal
240000,Graduate school,married,46,unknown,0,0,Paid,Gold
280000,High school,single,43,Delay0,194868,7000,Paid,Normal
130000,Graduate school,single,29,ontime,78,0,Paid,Normal
360000,Graduate school,single,35,unknown,1533,24,Missed,Gold
210000,High school,single,36,Delay0,203447,6549,Paid,Normal
20000,High school,single,23,Delay2,15034,3200,Missed,Gold
20000,University,single,23,Delay0,4731,2000,Paid,Normal
50000,University,married,34,Delay1,16501,0,Missed,Gold
100000,University,married,39,Delay0,97040,2617,Paid,Normal
50000,High school,single,29,unknown,0,0,Paid,Gold
130000,University,single,27,Delay1,123371,6000,Missed,Gold
270000,Graduate school,single,31,Delay0,13759,0,Paid,Normal
50000,University,single,24,ontime,390,390,Paid,Normal
80000,University,married,35,Delay0,9647,1206,Paid,Normal
10000,Graduate school,single,29,ontime,1727,1508,Paid,Normal
190000,University,married,34,ontime,500,300,Paid,Normal
50000,Graduate school,single,27,Delay0,40688,4100,Paid,Gold
100000,High school,married,46,Delay2,42674,4000,Missed,Normal
150000,University,single,49,Delay0,151822,2985,Missed,Gold
510000,High school,single,30,unknown,548,0,Paid,Gold
110000,University,single,24,ontime,1362,1352,Paid,Normal
150000,Graduate school,married,58,ontime,1657,2277,Paid,Normal
50000,University,married,54,Delay0,48403,2020,Paid,Normal
50000,University,single,23,ontime,25622,10122,Paid,Normal
360000,University,married,29,Delay1,0,1244,Paid,Normal
10000,Graduate school,single,24,Delay2,6524,1300,Paid,Normal
210000,Graduate school,single,26,Delay1,120098,4500,Paid,Normal
370000,University,single,28,Delay0,261021,10001,Paid,Gold
360000,University,married,33,Delay0,3177,0,Paid,Normal
